"Label","Ville","Tel","Code Postal","Adresse","Longitude","Latitude","Type","codgeo","Code Région","nbAgents"
"Brigade de proximitÃ© de Tonnay-Boutonne","TONNAY BOUTONNE","+33 5 46 33 20 06",17380,"2 Avenue des Moulins 17380 TONNAY BOUTONNE",-0.71313,45.969959,"Gendarmerie",,,
"Brigade de proximitÃ© de Saint-Savinien","ST SAVINIEN","+33 5 46 90 67 24",17350,"9 Chemin de la LongÃ©e 17350 ST SAVINIEN",-0.681123,45.875909,"Gendarmerie",,,
"Brigade de proximitÃ© de Matha","MATHA","+33 5 46 58 50 17",17160,"1 AllÃ©e de la Croix Becquet 17160 MATHA",-0.321476,45.859321,"Gendarmerie",,,
"Brigade de proximitÃ© de Loulay","LOULAY","+33 5 46 33 80 05",17330,"15 Rue Saint-Jean 17330 LOULAY",-0.512852,46.044804,"Gendarmerie",,,
"Brigade de proximitÃ© d'Aulnay","AULNAY","+33 5 46 33 10 01",17470,"26 Rue de Bourgogne 17470 AULNAY",-0.350244,46.020688,"Gendarmerie",,,
"Brigade de proximitÃ© de Saint-Jean-d'AngÃ©ly","ST JEAN D ANGELY","+33 5 46 32 04 27",17400,"62 Rue de Dampierre 17400 ST JEAN D ANGELY",-0.513366,45.948989,"Gendarmerie",,,
"Brigade de proximitÃ© de Saint-Porchaire","ST PORCHAIRE","+33 5 46 95 60 03",17250,"1 Rue Nationale 17250 ST PORCHAIRE",-0.784385,45.820983,"Gendarmerie",,,
"Brigade de proximitÃ© de GÃ©mozac","GEMOZAC","+33 5 46 94 20 19",17260,"38 Avenue de la Victoire 17260 GEMOZAC",-0.676654,45.571531,"Gendarmerie",,,
"Brigade de proximitÃ© de Cozes","COZES","+33 5 46 90 80 24",17120,"24 Route de Royan 17120 COZES",-0.836716,45.583578,"Gendarmerie",,,
"Brigade de proximitÃ© de Corme-Royal","CORME ROYAL","+33 5 46 94 72 17",17600,"23 Rue des Ecoles 17600 CORME ROYAL",-0.813651,45.744088,"Gendarmerie",,,
"Brigade de proximitÃ© de Burie","BURIE","+33 5 46 94 90 83",17770,"23 Boulevard des Ecoliers 17770 BURIE",-0.414471,45.776816,"Gendarmerie",,,
"Brigade de proximitÃ© de Saintes","SAINTES","+33 5 46 93 01 19",17100,"17 Rue de Chermignac 17100 SAINTES",-0.648068,45.731964,"Gendarmerie",,,
"Brigade de proximitÃ© de SurgÃ¨res","SURGERES","+33 5 46 07 00 46",17700,"1 Rue AimÃ© CÃ©saire 17700 SURGERES",-0.739784,46.103982,"Gendarmerie",,,
"Brigade de proximitÃ© de Fouras","FOURAS","+33 5 46 84 61 79",17450,"Place des Rosiers 17450 FOURAS",-1.088635,45.98767,"Gendarmerie",,,
"Brigade de proximitÃ© d'Aigrefeuille-d'Aunis","AIGREFEUILLE D AUNIS","+33 5 46 35 50 08",17290,"24 Avenue des Marronniers 17290 AIGREFEUILLE D AUNIS",-0.941133,46.114665,"Gendarmerie",,,
"Brigade de proximitÃ© de Rochefort","ROCHEFORT","+33 5 46 87 38 10",17300,"Place Dupuy 17300 ROCHEFORT",-0.9582,45.940788,"Gendarmerie",,,
"Brigade de proximitÃ© de la Tremblade","LA TREMBLADE","+33 5 46 36 11 43",17390,"6 Avenue du GÃ©nÃ©ral de Gaulle 17390 LA TREMBLADE",-1.144034,45.774577,"Gendarmerie",,,
"Brigade de proximitÃ© de Saint-Pierre-d'OlÃ©ron","ST PIERRE D OLERON","+33 5 46 47 06 97",17310,"28 Rue Dubois-Aubry 17310 ST PIERRE D OLERON",-1.311801,45.941618,"Gendarmerie",,,
"Brigade de proximitÃ© de Royan","ROYAN","+33 5 46 38 34 22",17200,"93 Boulevard Georges Clemenceau 17200 ROYAN",-1.028311,45.630863,"Gendarmerie",,,
"Brigade de proximitÃ© du ChÃ¢teau-d'OlÃ©ron","LE CHATEAU D OLERON","+33 5 46 47 61 77",17480,"Porte d'Ors 17480 LE CHATEAU D OLERON",-1.195424,45.884441,"Gendarmerie",,,
"Brigade de proximitÃ© de Saint-Genis-de-Saintonge","ST GENIS DE SAINTONGE","+33 5 46 49 83 67",17240,"73 Avenue de Bordeaux 17240 ST GENIS DE SAINTONGE",-0.569871,45.47812,"Gendarmerie",,,
"Brigade de proximitÃ© de Saint-Ciers-du-Taillon","ST CIERS DU TAILLON","+33 5 46 49 63 66",17240,"3 Rue du Moulin-de-la-Fuie 17240 ST CIERS DU TAILLON",-0.643734,45.424184,"Gendarmerie",,,
"Brigade de proximitÃ© de Saint-Aigulin","ST AIGULIN","+33 5 46 04 80 03",17360,"30 Rue Gambetta 17360 ST AIGULIN",-0.011051,45.155986,"Gendarmerie",,,
"Brigade de proximitÃ© de Montlieu-la-Garde","MONTLIEU LA GARDE","+33 5 46 04 44 05",17210,"44 Avenue de la RÃ©publique 17210 MONTLIEU LA GARDE",-0.258946,45.244418,"Gendarmerie",,,
"Brigade de proximitÃ© de Montguyon","MONTGUYON","+33 5 46 04 10 13",17270,"16 Rue Nationale 17270 MONTGUYON",-0.188258,45.218251,"Gendarmerie",,,
"Brigade de proximitÃ© de Montendre","MONTENDRE","+33 5 46 49 40 27",17130,"43 Boulevard de Saintonge 17130 MONTENDRE",-0.410329,45.290145,"Gendarmerie",,,
"Brigade de proximitÃ© de Mirambeau","MIRAMBEAU","+33 5 46 49 60 71",17150,"31 CitÃ© PÃ©chÃ¨vre 17150 MIRAMBEAU",-0.569927,45.369007,"Gendarmerie",,,
"Brigade de proximitÃ© d'Archiac","ARCHIAC","+33 5 46 49 10 05",17520,"36 Rue Agrippa d'AubignÃ© 17520 ARCHIAC",-0.303122,45.521279,"Gendarmerie",,,
"Brigade de proximitÃ© de Jonzac","JONZAC","+33 5 46 48 04 55",17500,"16 Boulevard RenÃ© Gautret 17500 JONZAC",-0.432434,45.448494,"Gendarmerie",,,
"Brigade de proximitÃ© de NuaillÃ©-d'Aunis","NUAILLE D AUNIS","+33 5 46 01 81 01",17540,"84 Grande Rue 17540 NUAILLE D AUNIS",-0.93165,46.225296,"Gendarmerie",,,
"Brigade de proximitÃ© de Marans","MARANS","+33 5 46 01 10 27",17230,"31 Avenue de la Gare 17230 MARANS",-0.997434,46.305195,"Gendarmerie",,,
"Brigade de proximitÃ© de la Jarrie","LA JARRIE","+33 5 46 35 80 06",17220,"1 Place de la Mairie 17220 LA JARRIE",-1.009718,46.128013,"Gendarmerie",,,
"Brigade de proximitÃ© de CourÃ§on","COURCON","+33 5 46 01 60 01",17170,"52 Rue Benon 17170 COURCON",-0.813589,46.239343,"Gendarmerie",,,
"Brigade de proximitÃ© de ChÃ¢telaillon-Plage","CHATELAILLON PLAGE","+33 5 46 56 21 13",17340,"8 Avenue de Strasbourg 17340 CHATELAILLON PLAGE",-1.088251,46.076817,"Gendarmerie",,,
"Brigade de proximitÃ© de Villefagnan","VILLEFAGNAN","+33 5 45 31 60 11",16240,"16 Rue de la Gare 16240 VILLEFAGNAN",0.077802,46.010685,"Gendarmerie",,,
"Brigade de proximitÃ© de Rouillac","ROUILLAC","+33 5 45 96 50 19",16170,"600 Avenue Paul Ricard 16170 ROUILLAC",-0.06312,45.779047,"Gendarmerie",,,
"Brigade de proximitÃ© de la Rochefoucauld","LA ROCHEFOUCAULD","+33 5 45 62 00 19",16110,"4 Boulevard du 11 Novembre 1918 16110 LA ROCHEFOUCAULD",0.395753,45.730135,"Gendarmerie",,,
"Brigade de proximitÃ© de Montignac-Charente","MONTIGNAC CHARENTE","+33 5 45 39 70 01",16330,"61 Avenue de la Boixe 16330 MONTIGNAC CHARENTE",0.125264,45.784312,"Gendarmerie",,,
"Brigade de proximitÃ© de Mansle","MANSLE","+33 5 45 20 30 19",16230,"Rue des Seigelas 16230 MANSLE",0.177464,45.871709,"Gendarmerie",,,
"Brigade de proximitÃ© d'Aigre","AIGRE","+33 5 45 21 10 12",16140,"22 Rue de la Gendarmerie 16140 AIGRE",0.009044,45.892409,"Gendarmerie",,,
"Brigade de proximitÃ© de Ruffec","RUFFEC","+33 5 45 31 00 46",16700,"15 Boulevard du GÃ©nÃ©ral Pinoteau 16700 RUFFEC",0.194452,46.029907,"Gendarmerie",,,
"Brigade de proximitÃ© de RoumaziÃ¨res-Loubert","ROUMAZIERES LOUBERT","+33 5 45 71 30 02",16270,"52 Rue du 8 Mai 1945 16270 ROUMAZIERES LOUBERT",0.580097,45.890715,"Gendarmerie",,,
"Brigade de proximitÃ© de Montemboeuf","MONTEMBOEUF","+33 5 45 65 00 12",16310,"Grande Rue 16310 MONTEMBOEUF",0.551856,45.776833,"Gendarmerie",,,
"Brigade de proximitÃ© de Chasseneuil-sur-Bonnieure","CHASSENEUIL SUR BONNIEURE","+33 5 45 39 50 06",16260,"Le Grand PrÃ© 16260 CHASSENEUIL SUR BONNIEURE",0.45473,45.834264,"Gendarmerie",,,
"Brigade de proximitÃ© de Champagne-Mouton","CHAMPAGNE MOUTON","+33 5 45 31 80 08",16350,"Rue Jules Ferry 16350 CHAMPAGNE MOUTON",0.408484,45.985739,"Gendarmerie",,,
"Brigade de proximitÃ© de Chabanais","CHABANAIS","+33 5 45 89 01 16",16150,"Route de Limoges 16150 CHABANAIS",0.731307,45.878914,"Gendarmerie",,,
"Brigade de proximitÃ© de Confolens","CONFOLENS","+33 5 45 84 04 55",16500,"1 Rue du prÃ© de l'Ã©tang 16500 CONFOLENS",0.653315,45.993068,"Gendarmerie",,,
"Brigade de proximitÃ© de Segonzac","SEGONZAC","+33 5 45 83 40 09",16130,"9 Rue Millardet 16130 SEGONZAC",-0.21614,45.62001,"Gendarmerie",,,
"Brigade de proximitÃ© de Jarnac","JARNAC","+33 5 45 81 45 73",16200,"24 Rue de Dogliani 16200 JARNAC",-0.169437,45.68296,"Gendarmerie",,,
"Brigade de proximitÃ© de ChÃ¢teauneuf-sur-Charente","CHATEAUNEUF SUR CHARENTE","+33 5 45 62 50 17",16120,"9 Rue de Cognac 16120 CHATEAUNEUF SUR CHARENTE",-0.057721,45.604558,"Gendarmerie",,,
"Brigade de proximitÃ© de Brossac","BROSSAC","+33 5 45 98 70 02",16480,"Rue de la Gendarmerie 16480 BROSSAC",-0.044051,45.330552,"Gendarmerie",,,
"Brigade de proximitÃ© de Barbezieux-Saint-Hilaire","BARBEZIEUX ST HILAIRE","+33 5 45 78 17 49",16300,"37 Rue de la RÃ©publique 16300 BARBEZIEUX ST HILAIRE",-0.157397,45.468868,"Gendarmerie",,,
"Brigade de proximitÃ© de Baignes-Sainte-Radegonde","BAIGNES STE RADEGONDE","+33 5 45 78 40 03",16360,"Rue du GÃ©nÃ©ral de Gaulle 16360 BAIGNES STE RADEGONDE",-0.235677,45.381779,"Gendarmerie",,,
"Brigade de proximitÃ© de Villebois-Lavalette","VILLEBOIS LAVALETTE","+33 5 45 64 90 01",16320,"11 Rue du Lion d'Or 16320 VILLEBOIS LAVALETTE",0.272648,45.480256,"Gendarmerie",,,
"Brigade de proximitÃ© de Montmoreau-Saint-Cybard","MONTMOREAU ST CYBARD","+33 5 45 60 34 42",16190,"22 Avenue d'Aquitaine 16190 MONTMOREAU ST CYBARD",0.128509,45.393726,"Gendarmerie",,,
"Brigade de proximitÃ© de Montbron","MONTBRON","+33 5 45 70 71 30",16220,"Lieu-dit Chez Briquet 16220 MONTBRON",0.498265,45.662653,"Gendarmerie",,,
"Brigade de proximitÃ© de Marthon","MARTHON","+33 5 45 70 22 95",16380,"Terre-des-BÃ©gauds 16380 MARTHON",0.447342,45.615624,"Gendarmerie",,,
"Brigade de proximitÃ© de Chalais","CHALAIS","+33 5 45 98 10 09",16210,"43 Rue de Barbezieux 16210 CHALAIS",0.038023,45.271356,"Gendarmerie",,,
"Brigade de proximitÃ© de Blanzac-Porcheresse","BLANZAC PORCHERESSE","+33 5 45 64 00 23",16250,"22 Route de ChÃ¢teauneuf 16250 BLANZAC PORCHERESSE",0.025882,45.475652,"Gendarmerie",,,
"Brigade de proximitÃ© de la Trimouille","LA TRIMOUILLE","+33 5 49 91 60 03",86290,"20 Rue de la RÃ©publique 86290 LA TRIMOUILLE",1.041905,46.461657,"Gendarmerie",,,
"Brigade de proximitÃ© de Saint-Savin (86)","ST SAVIN","+33 5 49 48 44 24",86310,"18 Rue Prosper MÃ©rimÃ©e 86310 ST SAVIN",0.857255,46.564527,"Gendarmerie",,,
"Brigade de proximitÃ© de Lussac-les-ChÃ¢teaux","LUSSAC LES CHATEAUX","+33 5 49 48 40 01",86320,"2 Rue de la Faillodrie 86320 LUSSAC LES CHATEAUX",0.729329,46.397651,"Gendarmerie",,,
"Brigade de proximitÃ© de l'Isle-Jourdain (86)","L ISLE JOURDAIN","+33 5 49 48 70 15",86150,"2 Rue du Docteur Guilbard 86150 L ISLE JOURDAIN",0.690941,46.232032,"Gendarmerie",,,
"Brigade de proximitÃ© de Chauvigny","CHAUVIGNY","+33 5 49 46 30 04",86300,"9 Rue Gilbert BÃ©caud 86300 CHAUVIGNY",0.645326,46.560885,"Gendarmerie",,,
"Brigade de proximitÃ© d'Availles-Limouzine","AVAILLES LIMOUZINE","+33 5 49 48 50 05",86460,"20 Rue de la Gare 86460 AVAILLES LIMOUZINE",0.654774,46.118051,"Gendarmerie",,,
"Brigade de proximitÃ© de Montmorillon","MONTMORILLON","+33 5 49 91 10 44",86500,"13 Avenue de l'Europe 86500 MONTMORILLON",0.860294,46.428692,"Gendarmerie",,,
"Brigade de proximitÃ© des Trois-Moutiers","LES TROIS MOUTIERS","+33 5 49 22 63 41",86120,"CitÃ© des PrimevÃ¨res 2 Chemin de Saint-Jacques 86120 LES TROIS MOUTIERS",0.003812,47.067205,"Gendarmerie",,,
"Brigade de proximitÃ© de Saint-Jean-de-Sauves","ST JEAN DE SAUVES","+33 5 49 50 80 52",86330,"2 Route de Renoue 86330 ST JEAN DE SAUVES",0.094189,46.844256,"Gendarmerie",,,
"Brigade de proximitÃ© de Saint-Gervais-les-Trois-Clochers","ST GERVAIS LES TROIS CLOCHERS","+33 5 49 86 01 02",86230,"14 Avenue Jules-Edouard MÃ©nard 86230 ST GERVAIS LES TROIS CLOCHERS",0.415976,46.907778,"Gendarmerie",,,
"Brigade de proximitÃ© de Pleumartin","PLEUMARTIN","+33 5 49 86 50 05",86450,"16 Rue des Acacias 86450 PLEUMARTIN",0.763328,46.73841,"Gendarmerie",,,
"Brigade de proximitÃ© des Ormes","LES ORMES","+33 5 49 85 60 11",86220,"6 bis Rue Richelieu 86220 LES ORMES",0.605639,46.97067,"Gendarmerie",,,
"Brigade de proximitÃ© de NaintrÃ©","NAINTRE","+33 5 49 90 03 95",86530,"28 Avenue Pablo Picasso 86530 NAINTRE",0.492968,46.765886,"Gendarmerie",,,
"Brigade de proximitÃ© de Monts-sur-Guesnes","MONTS SUR GUESNES","+33 5 49 22 81 44",86420,"39 Rue Porte Pelletier 86420 MONTS SUR GUESNES",0.205779,46.915708,"Gendarmerie",,,
"Brigade de proximitÃ© de Loudun","LOUDUN","+33 5 49 98 00 40",86200,"9 Avenue de la Gare 86200 LOUDUN",0.083538,47.013496,"Gendarmerie",,,
"Brigade de proximitÃ© de LencloÃ®tre","LENCLOITRE","+33 5 49 90 73 18",86140,"27 Rue du Stade 86140 LENCLOITRE",0.332669,46.81915,"Gendarmerie",,,
"Brigade de proximitÃ© de Bonneuil-Matours","BONNEUIL MATOURS","+33 5 49 85 20 07",86210,"Lotissement Le Fonds-des-Roches 42 Route de Saintonge 86210 BONNEUIL MATOURS",0.563219,46.679016,"Gendarmerie",,,
"Brigade de proximitÃ© de ChÃ¢tellerault","CHATELLERAULT","+33 5 49 21 01 78",86100,"5 Boulevard Aristide Briand 86100 CHATELLERAULT",0.540023,46.811774,"Gendarmerie",,,
"Brigade de proximitÃ© de VouillÃ©","VOUILLE","+33 5 49 51 81 23",86190,"Carrefour de Beauregard 86190 VOUILLE",0.170132,46.647879,"Gendarmerie",,,
"Brigade de proximitÃ© de Vivonne","VIVONNE","+33 5 49 43 41 15",86370,"1 Rue des Bergeronnettes 86370 VIVONNE",0.24983,46.413165,"Gendarmerie",,,
"Brigade de proximitÃ© de la Villedieu-du-Clain","LA VILLEDIEU DU CLAIN","+33 5 49 42 51 07",86340,"1 Impasse de la Gendarmerie 86340 LA VILLEDIEU DU CLAIN",0.389812,46.451283,"Gendarmerie",,,
"Brigade de proximitÃ© de Saint-Julien-l'Ars","ST JULIEN L ARS","+33 5 49 56 71 07",86800,"62 Route de Poitiers 86800 ST JULIEN L ARS",0.497499,46.558838,"Gendarmerie",,,
"Brigade de proximitÃ© de Neuville-de-Poitou","NEUVILLE DE POITOU","+33 5 49 51 20 32",86170,"38 Rue Alphonse Plault 86170 NEUVILLE DE POITOU",0.249376,46.684351,"Gendarmerie",,,
"Brigade de proximitÃ© de Mirebeau","MIREBEAU","+33 5 49 50 40 28",86110,"3 Place du Mail 86110 MIREBEAU",0.183524,46.790132,"Gendarmerie",,,
"Brigade de proximitÃ© de Lusignan","LUSIGNAN","+33 5 49 43 31 11",86600,"CitÃ© de Puyberger 1 Rue d'Aquitaine 86600 LUSIGNAN",0.133333,46.439141,"Gendarmerie",,,
"Brigade de proximitÃ© de GenÃ§ay","GENCAY","+33 5 49 59 31 16",86160,"Route de Civray 86160 GENCAY",0.40623,46.366428,"Gendarmerie",,,
"Brigade de proximitÃ© de CouhÃ©","COUHE","+33 5 49 59 20 16",86700,"19 Avenue de Bordeaux 86700 COUHE",0.175874,46.288564,"Gendarmerie",,,
"Brigade de proximitÃ© de Poitiers","POITIERS","+33 5 49 44 02 02",86000,"Caserne Sous-lieutenant Fergeault 1 Rue du Petit Polygone 86000 POITIERS",0.355726,46.577407,"Gendarmerie",,,
"Brigade de proximitÃ© de Sauveterre-de-BÃ©arn","SAUVETERRE DE BEARN","+33 5 59 38 97 17",64390,"1 Avenue Jean RÃ©capet 64390 SAUVETERRE DE BEARN",-0.941179,43.400987,"Gendarmerie",,,
"Brigade de proximitÃ© de Salies-de-BÃ©arn","SALIES DE BEARN","+33 5 59 38 71 90",64270,"Place du Bignot 64270 SALIES DE BEARN",-0.927249,43.468745,"Gendarmerie",,,
"Brigade de proximitÃ© de PuyoÃ´","PUYOO","+33 5 59 65 25 50",64270,"Route Nationale 117 64270 PUYOO",-0.903652,43.536663,"Gendarmerie",,,
"Brigade de proximitÃ© d'Arzacq-Arraziguet","ARZACQ ARRAZIGUET","+33 5 59 04 47 40",64410,"Le VialÃ© 64410 ARZACQ ARRAZIGUET",-0.416139,43.548923,"Gendarmerie",,,
"Brigade de proximitÃ© d'Artix","ARTIX","+33 5 59 53 97 67",64170,"50 Avenue de la Gare 64170 ARTIX",-0.569228,43.394576,"Gendarmerie",,,
"Brigade de proximitÃ© d'Arthez-de-BÃ©arn","ARTHEZ DE BEARN","+33 5 59 67 45 68",64370,"3 Chemin Poumata 64370 ARTHEZ DE BEARN",-0.625848,43.466066,"Gendarmerie",,,
"Brigade de proximitÃ© de Tardets-Sorholus","TARDETS SORHOLUS","+33 5 59 28 67 50",64470,"Route de MaulÃ©on 64470 TARDETS SORHOLUS",-0.870787,43.122273,"Gendarmerie",,,
"Brigade de proximitÃ© de Navarrenx","NAVARRENX","+33 5 59 66 09 60",64190,"Route du Faubourg 64190 NAVARRENX",-0.752866,43.320041,"Gendarmerie",,,
"Brigade de proximitÃ© de Monein","MONEIN","+33 5 59 21 20 73",64360,"5 Avenue du Pont-Lat 64360 MONEIN",-0.573964,43.321504,"Gendarmerie",,,
"Brigade de proximitÃ© de Lasseube","LASSEUBE","+33 5 59 04 28 00",64290,"Route d'Oloron 64290 LASSEUBE",-0.485764,43.213209,"Gendarmerie",,,
"Brigade de proximitÃ© de Laruns","LARUNS","+33 5 59 05 49 87",64440,"Avenue de la Gare 64440 LARUNS",-0.424248,42.988879,"Gendarmerie",,,
"Brigade de proximitÃ© de Bedous","BEDOUS","+33 5 59 34 56 00",64490,"Avenue de la Gare 64490 BEDOUS",-0.602242,42.996205,"Gendarmerie",,,
"Brigade de proximitÃ© d'Arudy","ARUDY","+33 5 59 05 95 45",64260,"15 Avenue des PyrÃ©nÃ©es 64260 ARUDY",-0.423408,43.103306,"Gendarmerie",,,
"Brigade de proximitÃ© d'Aramits","ARAMITS","+33 5 59 34 63 89",64570,"Route d'Arette 64570 ARAMITS",-0.72764,43.114715,"Gendarmerie",,,
"Brigade de proximitÃ© de Saint-Palais","ST PALAIS","+33 5 59 65 29 70",64120,"Rue de Gibraltar 64120 ST PALAIS",-1.035406,43.322316,"Gendarmerie",,,
"Brigade de proximitÃ© de Saint-Ãtienne-de-BaÃ¯gorry","ST ETIENNE DE BAIGORRY","+33 5 59 37 96 05",64430,"Route d'Irube 64430 ST ETIENNE DE BAIGORRY",-1.354911,43.186297,"Gendarmerie",,,
"Brigade de proximitÃ© de Saint-Jean-Pied-de-Port","ST JEAN PIED DE PORT","+33 5 59 49 20 10",64220,"Chemin d'Ugange 64220 ST JEAN PIED DE PORT",-1.239179,43.164995,"Gendarmerie",,,
"Brigade de proximitÃ© de Larceveau-Arros-Cibits","LARCEVEAU ARROS CIBITS","+33 5 59 37 95 00",64120,"Route DÃ©partementale 933 64120 LARCEVEAU ARROS CIBITS",-1.098639,43.22387,"Gendarmerie",,,
"Brigade de proximitÃ© d'Irissarry","IRISSARRY","+33 5 59 37 97 30",64780,"Le bourg 64780 IRISSARRY",-1.243818,43.262117,"Gendarmerie",,,
"Brigade de proximitÃ© de MaulÃ©on-Licharre","MAULEON LICHARRE","+33 5 59 19 22 00",64130,"4 Avenue de Belzunce 64130 MAULEON LICHARRE",-0.884971,43.223382,"Gendarmerie",,,
"Brigade de proximitÃ© d'Ustaritz","USTARITZ","+33 5 59 70 37 22",64480,"Route DÃ©partementale 932 64480 USTARITZ",-1.470844,43.408614,"Gendarmerie",,,
"Brigade de proximitÃ© de Saint-PÃ©e-sur-Nivelle","ST PEE SUR NIVELLE","+33 5 59 54 68 80",64310,"Quartier Ibarron Route de Saint-Jean-de-Luz 64310 ST PEE SUR NIVELLE",-1.561958,43.357312,"Gendarmerie",,,
"Brigade de proximitÃ© de Saint-Jean-de-Luz","ST JEAN DE LUZ","+33 5 59 85 23 80",64500,"23 Avenue Pierre Larramendy 64500 ST JEAN DE LUZ",-1.653222,43.384629,"Gendarmerie",,,
"Brigade de proximitÃ© de la Bastide-Clairence","LA BASTIDE CLAIRENCE","+33 5 59 70 16 17",64240,"Route Bardos 64240 LA BASTIDE CLAIRENCE",-1.250727,43.434071,"Gendarmerie",,,
"Brigade de proximitÃ© d'Hasparren","HASPARREN","+33 5 59 70 16 10",64240,"46 Rue de Navarre 64240 HASPARREN",-1.30038,43.386656,"Gendarmerie",,,
"Brigade de proximitÃ© d'Espelette","ESPELETTE","+33 5 59 93 99 50",64250,"15 Rue Karrika Nagusia 64250 ESPELETTE",-1.446531,43.340343,"Gendarmerie",,,
"Brigade de proximitÃ© de Cambo-les-Bains","CAMBO LES BAINS","+33 5 59 29 09 90",64250,"Impasse de la Gendarmerie 64250 CAMBO LES BAINS",-1.399304,43.358963,"Gendarmerie",,,
"Brigade de proximitÃ© de Bidache","BIDACHE","+33 5 59 56 48 00",64520,"195 Route de Saint-Palais 64520 BIDACHE",-1.144376,43.480115,"Gendarmerie",,,
"Brigade de proximitÃ© de ThÃ¨ze","THEZE","+33 5 59 04 38 34",64450,"Avenue des PyrÃ©nÃ©es 64450 THEZE",-0.349348,43.476254,"Gendarmerie",,,
"Brigade de proximitÃ© de Soumoulou","SOUMOULOU","+33 5 59 16 08 43",64420,"CÃ´te de la Fontaine 64420 SOUMOULOU",-0.197882,43.26658,"Gendarmerie",,,
"Brigade de proximitÃ© de Pontacq","PONTACQ","+33 5 59 53 77 60",64530,"48 Avenue Henri IV 64530 PONTACQ",-0.11992,43.195205,"Gendarmerie",,,
"Brigade de proximitÃ© de Nay","NAY","+33 5 59 13 22 40",64800,"6 Rue du Souvenir franÃ§ais 64800 NAY",-0.256344,43.181576,"Gendarmerie",,,
"Brigade de proximitÃ© de Serres-Castet","SERRES CASTET","+33 5 59 33 52 20",64121,"Rue Larlas 64121 SERRES CASTET",-0.375873,43.372281,"Gendarmerie",,,
"Brigade de proximitÃ© de MorlaÃ s","MORLAAS","+33 5 59 33 59 70",64160,"Rue des Cordeliers 64160 MORLAAS",-0.265166,43.343284,"Gendarmerie",,,
"Brigade de proximitÃ© de Lescar","LESCAR","+33 5 59 77 61 30",64230,"1 Avenue de l'Ousse 64230 LESCAR",-0.434467,43.336282,"Gendarmerie",,,
"Brigade de proximitÃ© de Lembeye","LEMBEYE","+33 5 59 68 57 00",64350,"24 Rue Joseph PeyrÃ© 64350 LEMBEYE",-0.110474,43.451337,"Gendarmerie",,,
"Brigade de proximitÃ© de Garlin","GARLIN","+33 5 59 04 99 80",64330,"21 Chemin de Loumagne 64330 GARLIN",-0.276839,43.553247,"Gendarmerie",,,
"Brigade de proximitÃ© de Gan","GAN","+33 5 59 21 92 19",64290,"13 Rue TeulÃ¨re 64290 GAN",-0.39028,43.231063,"Gendarmerie",,,
"Brigade de proximitÃ© de VillerÃ©al","VILLEREAL","+33 5 53 49 60 85",47210,"Boulevard Plaisance 47210 VILLEREAL",0.738167,44.635872,"Gendarmerie",,,
"Brigade de proximitÃ© de Tournon-d'Agenais","TOURNON D AGENAIS","+33 5 53 49 62 35",47370,"Place du Foirail 47370 TOURNON D AGENAIS",0.989505,44.387396,"Gendarmerie",,,
"Brigade de proximitÃ© de Sainte-Livrade-sur-Lot","STE LIVRADE SUR LOT","+33 5 53 49 60 90",47110,"Boulevard du Nord 47110 STE LIVRADE SUR LOT",0.585864,44.397647,"Gendarmerie",,,
"Brigade de proximitÃ© de Penne-d'Agenais","PENNE D AGENAIS","+33 5 53 49 64 25",47140,"14 Rue des Ecoles 47140 PENNE D AGENAIS",0.809217,44.391889,"Gendarmerie",,,
"Brigade de proximitÃ© de Monflanquin","MONFLANQUIN","+33 5 53 49 60 80",47150,"Lotissement Clos-des-PÃ¨res Route de Villeneuve 47150 MONFLANQUIN",0.759487,44.508555,"Gendarmerie",,,
"Brigade de proximitÃ© de Monclar","MONCLAR","+33 5 53 49 62 40",47380,"35 Rue Louis pons 47380 MONCLAR",0.51511,44.453911,"Gendarmerie",,,
"Brigade de proximitÃ© de Fumel","FUMEL","+33 5 53 40 44 90",47500,"8 Place Voltaire 47500 FUMEL",0.965381,44.500649,"Gendarmerie",,,
"Brigade de proximitÃ© de CastillonnÃ¨s","CASTILLONNES","+33 5 53 49 60 75",47330,"2 Avenue de la RÃ©publique 47330 CASTILLONNES",0.591875,44.650499,"Gendarmerie",,,
"Brigade de proximitÃ© de Cancon","CANCON","+33 5 53 49 60 70",47290,"Lotissement Bibignie Rue Fernand Pouillon 47290 CANCON",0.627513,44.533184,"Gendarmerie",,,
"Brigade de proximitÃ© de Villeneuve-sur-Lot","VILLENEUVE SUR LOT","+33 5 53 49 75 00",47300,"Caserne Belzunce 11 Boulevard Danton 47300 VILLENEUVE SUR LOT",0.698938,44.406309,"Gendarmerie",,,
"Brigade de proximitÃ© de MÃ©zin","MEZIN","+33 5 53 97 44 80",47170,"Route de Condom 47170 MEZIN",0.265391,44.063878,"Gendarmerie",,,
"Brigade de proximitÃ© de Lavardac","LAVARDAC","+33 5 53 97 44 85",47230,"26 AllÃ©e des AlliÃ©s 47230 LAVARDAC",0.296599,44.178837,"Gendarmerie",,,
"Brigade de proximitÃ© d'HoueillÃ¨s","HOUEILLES","+33 5 53 20 57 40",47420,"2 Chemin de Jautan 47420 HOUEILLES",0.035459,44.197751,"Gendarmerie",,,
"Brigade de proximitÃ© de Damazan","DAMAZAN","+33 5 53 84 88 75",47160,"Route de Buzet Clos-de-la-Mor 47160 DAMAZAN",0.275249,44.294672,"Gendarmerie",,,
