nom_contextuel_unite|localite_unite|num_tph_fixe_unite|num_fax_unite|adresse_code_postal|adresse_geographique_unite|lambert93_x|lambert93_y
Brigade de proximité de Retournac|RETOURNAC|+33 4 71 59 42 39|+33 4 71 59 49 02|43130|Lotissement Le Clapier Route de Craponne 43130 RETOURNAC|780599|6457645
Brigade de proximité de Montfaucon-en-Velay|MONTFAUCON EN VELAY|+33 4 71 59 92 32|+33 4 71 59 97 07|43290|14 Route de la Grosse Pierre 43290 MONTFAUCON EN VELAY|803867|6455074
Brigade de proximité de Monistrol-sur-Loire|MONISTROL SUR LOIRE|+33 4 71 66 50 06|+33 4 71 66 34 58|43120|24 Avenue de la Gare 43120 MONISTROL SUR LOIRE|791027|6466141
Brigade de proximité de Bas-en-Basset|BAS EN BASSET|+33 4 71 66 70 12|+33 4 71 66 99 21|43210|Le Pré-du-Milieu 43210 BAS EN BASSET|786797|6469356
Brigade de proximité d'Yssingeaux|YSSINGEAUX|+33 4 71 59 00 42|+33 4 71 59 39 35|43200|Bellevue 43200 YSSINGEAUX|787244|6449938
Brigade de proximité de Sainte-Florine|STE FLORINE|+33 4 73 54 13 96|+33 4 73 54 41 03|43250|2 Rue du Président 43250 STE FLORINE|724151|6478071
Brigade de proximité de Pinols|PINOLS|+33 4 71 74 10 19|+33 4 71 74 14 64|43300|Le bourg 43300 PINOLS|727994|6436808
Brigade de proximité de Paulhaguet|PAULHAGUET|+33 4 71 76 61 08|+33 4 71 76 87 61|43230|Rue Jeanne d'Arc 43230 PAULHAGUET|740615|6456457
Brigade de proximité de Lavoûte-Chilhac|LAVOUTE CHILHAC|+33 4 71 77 40 19|+33 4 71 77 47 45|43380|La Ribeyre 43380 LAVOUTE CHILHAC|731969|6450553
Brigade de proximité de Langeac|LANGEAC|+33 4 71 77 02 85|+33 4 71 77 37 74|43300|Rue Alphonse Daudet 43300 LANGEAC|738542|6445760
Brigade de proximité de Champagnac-le-Vieux|CHAMPAGNAC LE VIEUX|+33 4 71 76 30 31|+33 4 71 76 38 18|43440|Le bourg 43440 CHAMPAGNAC LE VIEUX|739589|6470216
Brigade de proximité de la Chaise-Dieu|LA CHAISE DIEU|+33 4 71 00 00 25|+33 4 71 00 10 45|43160|Rue Picasso 43160 LA CHAISE DIEU|754589|6468996
Brigade de proximité de Blesle|BLESLE|+33 4 71 76 21 19|+33 4 71 76 28 83|43450|La Bessière 43450 BLESLE|713811|6463657
Brigade de proximité de Brioude|BRIOUDE|+33 4 71 74 92 77|+33 4 71 74 79 47|43100|36 Boulevard Desaix 43100 BRIOUDE|729740|6466007
Brigade de proximité de Vorey|VOREY|+33 4 71 03 40 09|+33 4 71 03 76 19|43800|Rue du Clos-Moulin 43800 VOREY|771794|6454627
Brigade de proximité de Saint-Paulien|ST PAULIEN|+33 4 71 00 40 86|+33 4 71 00 46 48|43350|Avenue Pierre Julien 43350 ST PAULIEN|764264|6448286
Brigade de proximité de Saint-Julien-Chapteuil|ST JULIEN CHAPTEUIL|+33 4 71 08 70 03|+33 4 71 08 47 85|43260|8 Avenue Jules Romains 43260 ST JULIEN CHAPTEUIL|783444|6437816
Brigade de proximité de Saugues|SAUGUES|+33 4 71 77 82 32|+33 4 71 77 86 78|43170|Avenue du Gévaudan 43170 SAUGUES|742757|6429027
Brigade de proximité de Rosières|ROSIERES|+33 4 71 57 40 25|+33 4 71 57 91 79|43800|Quartier de la Gare 43800 ROSIERES|777970|6448657
Brigade de proximité de Pradelles|PRADELLES|+33 4 71 00 80 57|+33 4 71 00 84 23|43420|Avenue du Puy-en-Velay 43420 PRADELLES|769938|6408530
Brigade de proximité de Monistrol-d'Allier|MONISTROL D ALLIER|+33 4 71 57 21 66|+33 4 71 57 25 74|43580|Le bourg 43580 MONISTROL D ALLIER|750614|6429389
Brigade de proximité du Monastier-sur-Gazeille|LE MONASTIER SUR GAZEILLE|+33 4 71 03 80 09|+33 4 71 03 85 87|43150|36 Rue Saint-Jean 43150 LE MONASTIER SUR GAZEILLE|778746|6426610
Brigade de proximité de Loudes|LOUDES|+33 4 71 08 60 03|+33 4 71 08 08 74|43320|La Cheneau 43320 LOUDES|759053|6443196
Brigade de proximité de Fay-sur-Lignon|FAY SUR LIGNON|+33 4 71 59 50 42|+33 4 71 59 52 84|43430|Le bourg 43430 FAY SUR LIGNON|795438|6432776
Brigade de proximité de Craponne-sur-Arzon|CRAPONNE SUR ARZON|+33 4 71 03 20 15|+33 4 71 03 36 80|43500|Route d'Ambert 43500 CRAPONNE SUR ARZON|767139|6470185
Brigade de proximité de Costaros|COSTAROS|+33 4 71 57 16 01|+33 4 71 57 82 04|43490|Le bourg 43490 COSTAROS|766725|6421731
Brigade de proximité de Bains|BAINS|+33 4 71 57 50 81|+33 4 71 57 97 59|43370|Le bourg 43370 BAINS|760203|6429107
Brigade de proximité d'Allègre|ALLEGRE|+33 4 71 00 70 65|+33 4 71 00 29 04|43270|3 Rue Grellet de la Deyte 43270 ALLEGRE|756284|6456139
Brigade de proximité du Puy-en-Velay|LE PUY EN VELAY|+33 4 71 04 52 00|+33 4 71 04 51 97|43000|Caserne Romeuf 21 Rue du 86ème Régiment d'Infanterie 43000 LE PUY EN VELAY|769124|6438928
Brigade de proximité de Saint-Urcize|ST URCIZE|+33 4 71 23 20 60|+33 4 71 23 24 14|15110|Le bourg 15110 ST URCIZE|698815|6400275
Brigade de proximité de Ruynes-en-Margeride|RUYNES EN MARGERIDE|+33 4 71 23 40 40|+33 4 71 23 97 14|15320|Lesparrots 15320 RUYNES EN MARGERIDE|717770|6434838
Brigade de proximité de Pierrefort|PIERREFORT|+33 4 71 23 30 15|+33 4 71 23 94 15|15230|2 Rue de Bellevue 15230 PIERREFORT|687337|6425050
Brigade de proximité de Neuvéglise|NEUVEGLISE|+33 4 71 23 80 24|+33 4 71 23 89 14|15260|Lotissement de Bechafol 15260 NEUVEGLISE|698895|6425888
Brigade de proximité de Neussargues-Moissac|NEUSSARGUES MOISSAC|+33 4 71 20 50 20|+33 4 71 20 99 14|15170|9 Rue de la Pinède 15170 NEUSSARGUES MOISSAC|698249|6448066
Brigade de proximité de Murat|MURAT|+33 4 71 20 04 80|+33 4 71 20 32 54|15300|32 Avenue Hector Peschaud 15300 MURAT|689308|6445468
Brigade de proximité de Massiac|MASSIAC|+33 4 71 23 02 92|+33 4 71 23 19 94|15500|91 bis Avenue du Général de Gaulle 15500 MASSIAC|715599|6462364
Brigade de proximité de Condat|CONDAT|+33 4 71 78 50 17|+33 4 71 78 27 34|15190|24 Rue du Collège 15190 CONDAT|684059|6472872
Brigade de proximité d'Allanche|ALLANCHE|+33 4 71 20 41 80|+33 4 71 20 91 14|15160|3 Rue de Valmont 15160 ALLANCHE|695067|6458595
Brigade de proximité de Saint-Flour|ST FLOUR|+33 4 71 60 11 22|+33 4 71 60 77 43|15100|23 Avenue Léon Bélard 15100 ST FLOUR|706808|6437925
Brigade de proximité d'Ydes|YDES|+33 4 71 40 80 17|+33 4 71 40 91 74|15210|6 Allée des Templiers 15210 YDES|655586|6471735
Brigade de proximité de Saint-Martin-Valmeroux|ST MARTIN VALMEROUX|+33 4 71 69 20 03|+33 4 71 69 49 64|15140|Le bourg 15140 ST MARTIN VALMEROUX|657580|6449075
Brigade de proximité de Salers|SALERS|+33 4 71 40 70 17|+33 4 71 40 78 84|15140|La Jourdanie 15140 SALERS|660464|6449429
Brigade de proximité de Riom-ès-Montagnes|RIOM ES MONTAGNES|+33 4 71 78 07 51|+33 4 71 78 27 14|15400|Route de Condat 15400 RIOM ES MONTAGNES|674032|6465154
Brigade de proximité de Pleaux|PLEAUX|+33 4 71 40 40 17|+33 4 71 40 91 54|15700|Avenue du Puy-Mary 15700 PLEAUX|639496|6449204
Brigade de proximité de Champs-sur-Tarentaine-Marchal|CHAMPS SUR TARENTAINE MARCHAL|+33 4 71 78 70 17|+33 4 71 78 79 34|15270|Lotissement Les Soudounnes 15270 CHAMPS SUR TARENTAINE MARCHAL|669130|6478119
Brigade de proximité de Mauriac|MAURIAC|+33 4 71 68 01 50|+33 4 71 68 39 82|15200|7 Avenue du Commandant Gabon 15200 MAURIAC|647894|6457464
Brigade de proximité de Vic-sur-Cère|VIC SUR CERE|+33 4 71 47 50 08|+33 4 71 47 55 55|15800|Avenue Max Mabit-Fournier 15800 VIC SUR CERE|670563|6431092
Brigade de proximité de Saint-Mamet-la-Salvetat|ST MAMET LA SALVETAT|+33 4 71 64 70 01|+33 4 71 64 75 64|15220|Le bourg 15220 ST MAMET LA SALVETAT|647228|6418651
Brigade de proximité de Saint-Cernin|ST CERNIN|+33 4 71 47 60 03|+33 4 71 47 68 94|15310|La Contie 15310 ST CERNIN|654083|6440455
Brigade de proximité de Montsalvy|MONTSALVY|+33 4 71 49 20 04|+33 4 71 49 27 54|15120|22 Rue de La Clémence 15120 MONTSALVY|660283|6400870
Brigade de proximité de Maurs|MAURS|+33 4 71 49 00 08|+33 4 71 49 79 34|15600|25 bis Route de Quézac 15600 MAURS|636267|6402217
Brigade de proximité de Lascelle|LASCELLE|+33 4 71 47 92 02|+33 4 71 47 98 04|15590|Le bourg 15590 LASCELLE|666723|6435191
Brigade de proximité de Laroquebrou|LAROQUEBROU|+33 4 71 46 00 06|+33 4 71 46 99 54|15150|Rue de la Trémolière 15150 LAROQUEBROU|636125|6430221
Brigade de proximité de Calvinet|CALVINET|+33 4 71 49 91 55|+33 4 71 49 97 41|15340|Le bourg 15340 CALVINET|649458|6402110
Brigade de proximité d'Aurillac|AURILLAC|+33 4 71 45 54 00|+33 4 71 45 54 79|15000|Caserne Adjudant Machemy 20 Avenue de la Liberté 15000 AURILLAC|654982|6424862
Brigade de proximité de Saint-Germain-des-Fossés|ST GERMAIN DES FOSSES|+33 4 70 59 61 44|+33 4 70 59 47 23|03260|3 Rue des Aures 03260 ST GERMAIN DES FOSSES|733669|6567526
Brigade de proximité du Mayet-de-Montagne|LE MAYET DE MONTAGNE|+33 4 70 59 70 36|+33 4 70 59 38 48|03250|16 Rue de Ferrières 03250 LE MAYET DE MONTAGNE|750547|6551821
Brigade de proximité de Lapalisse|LAPALISSE|+33 4 70 99 03 60||03120|11 Boulevard Jean Jaurès 03120 LAPALISSE|748772|6572357
Brigade de proximité de Jaligny-sur-Besbre|JALIGNY SUR BESBRE|+33 4 70 34 70 13|+33 4 70 34 30 06|03220|Marseigne 03220 JALIGNY SUR BESBRE|744915|6586867
Brigade de proximité de Gannat|GANNAT|+33 4 70 90 87 09|+33 4 70 90 87 05|03800|2 Rue Jules Massenet 03800 GANNAT|715440|6554170
Brigade de proximité du Donjon|LE DONJON|+33 4 70 99 50 21|+33 4 70 99 75 65|03130|7A Avenue Honoré Préveraud 03130 LE DONJON|761000|6583302
Brigade de proximité de Bellerive-sur-Allier|BELLERIVE SUR ALLIER|+33 4 70 32 31 65||03700|6 Avenue du Général de Gaulle 03700 BELLERIVE SUR ALLIER|732090|6557309
Brigade de proximité d'Arfeuilles|ARFEUILLES|+33 4 70 55 52 30||03120|La Boulère 03120 ARFEUILLES|757033|6561608
Brigade de proximité de Vichy|VICHY|+33 4 70 30 42 50|+33 4 70 30 42 87|03200|16 Avenue de Gérardmer 03200 VICHY|733976|6557829
Brigade de proximité de Vallon-en-Sully|VALLON EN SULLY|+33 4 70 06 50 14|+33 4 70 06 76 95|03190|18 Route de Paris 03190 VALLON EN SULLY|670893|6603959
Brigade de proximité de Marcillat-en-Combraille|MARCILLAT EN COMBRAILLE|+33 4 70 51 60 07|+33 4 70 51 10 65|03420|23 Rue de l'Economique 03420 MARCILLAT EN COMBRAILLE|672086|6562844
Brigade de proximité d'Huriel|HURIEL|+33 4 70 28 60 06|+33 4 70 28 20 16|03380|2 Grande Rue 03380 HURIEL|659830|6585975
Brigade de proximité de Cosne-d'Allier|COSNE D ALLIER|+33 4 70 07 53 36||03430|Rue d'Aumance 03430 COSNE D ALLIER|687614|6597901
Brigade de proximité d'Ébreuil|EBREUIL|+33 4 70 90 70 77||03450|17 Route de Gannat 03450 EBREUIL|707108|6557123
Brigade de proximité de Commentry|COMMENTRY|+33 4 70 64 30 27|+33 4 70 64 90 56|03600|14 Place Pierre Beregovoy 03600 COMMENTRY|680178|6576464
Brigade de proximité de Cérilly|CERILLY|+33 4 70 67 51 76|+33 4 70 67 37 96|03350|13 Rue Charles-Louis Philippe 03350 CERILLY|686464|6613136
Brigade de proximité de Montluçon|MONTLUCON|+33 4 70 05 01 73|+33 4 70 05 81 90|03100|33 Rue du Chevau-Fug 03100 MONTLUCON|670103|6582375
Brigade de proximité de Souvigny|SOUVIGNY|+33 4 70 43 60 13||03210|37 Route de Saint-Menoux 03210 SOUVIGNY|714905|6602032
Brigade de proximité de Saint-Pourçain-sur-Sioule|ST POURCAIN SUR SIOULE|+33 4 70 45 30 50||03500|2 Rue Marceau 03500 ST POURCAIN SUR SIOULE|722743|6578529
Brigade de proximité de Neuilly-le-Réal|NEUILLY LE REAL|+33 4 70 43 80 03||03340|7 Place de la Mairie 03340 NEUILLY LE REAL|733131|6596180
Brigade de proximité du Montet|LE MONTET|+33 4 70 47 10 02||03240|Place de Richevielle 03240 LE MONTET|704114|6589763
Brigade de proximité de Lurcy-Lévis|LURCY LEVIS|+33 4 70 67 80 28||03320|Route de Pouzy 03320 LURCY LEVIS|693192|6626742
Brigade de proximité de Chevagnes|CHEVAGNES|+33 4 70 43 40 02||03230|Lotissement Saint-Jacques 03230 CHEVAGNES|741938|6611865
Brigade de proximité de Chantelle|CHANTELLE|+33 4 70 56 60 88||03140|6 Rue de la Font-Neuve 03140 CHANTELLE|711618|6570816
Brigade de proximité de Bourbon-l'Archambault|BOURBON L ARCHAMBAULT|+33 4 70 67 00 55||03160|47 Boulevard des Solins 03160 BOURBON L ARCHAMBAULT|703993|6608986
Brigade de proximité de Saint-Rémy-sur-Durolle|ST REMY SUR DUROLLE|+33 4 73 94 30 02|+33 4 73 94 09 82|63550|Avenue de la Gare 63550 ST REMY SUR DUROLLE|746507|6532339
Brigade de proximité de Puy-Guillaume|PUY GUILLAUME|+33 4 73 94 70 20|+33 4 73 94 87 02|63290|14 Boulevard Vincent Auriol 63290 PUY GUILLAUME|737433|6540702
Brigade de proximité de Maringues|MARINGUES|+33 4 73 68 70 06|+33 4 73 68 70 37|63350|Route de Clermont 63350 MARINGUES|725607|6534550
Brigade de proximité de Lezoux|LEZOUX|+33 4 73 73 10 14|+33 4 73 73 21 95|63190|2 Rue du Dr Grimaud 63190 LEZOUX|730196|6526850
Brigade de proximité de Courpière|COURPIERE|+33 4 73 53 00 00|+33 4 73 53 28 02|63120|8 Avenue Sauron Delavet 63120 COURPIERE|742408|6516651
Brigade de proximité de Thiers|THIERS|+33 4 73 80 72 11|+33 4 73 80 87 45|63300|63 Place Antonin Chastel 63300 THIERS|742548|6528550
Brigade de proximité de Volvic|VOLVIC|+33 4 73 33 50 07|+33 4 73 33 42 52|63530|49 Route de Marsat 63530 VOLVIC|703940|6530698
Brigade de proximité de Saint-Gervais-d'Auvergne|ST GERVAIS D AUVERGNE|+33 4 73 85 70 57|+33 4 73 85 38 04|63390|Rue du Plan-d'Eau 63390 ST GERVAIS D AUVERGNE|686003|6547997
Brigade de proximité de Saint-Éloy-les-Mines|ST ELOY LES MINES|+33 4 73 85 00 08|+33 4 73 85 37 95|63700|Rue de la Nouvelle Gendarmerie 63700 ST ELOY LES MINES|688156|6563791
Brigade de proximité de Randan|RANDAN|+33 4 70 41 50 03|+33 4 70 41 20 74|63310|48 Avenue de Vichy 63310 RANDAN|727503|6547095
Brigade de proximité de Pontgibaud|PONTGIBAUD|+33 4 73 88 70 01|+33 4 73 88 37 52|63230|Rue du Colonel Gaspard 63230 PONTGIBAUD|688604|6525681
Brigade de proximité de Pontaumur|PONTAUMUR|+33 4 73 79 90 01|+33 4 73 79 99 02|63380|Rue Jean Bertrand 63380 PONTAUMUR|674234|6529711
Brigade de proximité de Pionsat|PIONSAT|+33 4 73 85 60 09|+33 4 73 85 37 84|63330|Le Colombier 63330 PIONSAT|675809|6556049
Brigade de proximité de Menat|MENAT|+33 4 73 85 50 01|+33 4 73 85 37 64|63560|Le bourg 63560 MENAT|691420|6557822
Brigade de proximité d'Ennezat|ENNEZAT|+33 4 73 63 80 05|+33 4 73 63 22 72|63720|2 Rue de la Porte-Neuve 63720 ENNEZAT|717258|6532891
Brigade de proximité de Combronde|COMBRONDE|+33 4 73 97 10 05|+33 4 73 97 38 62|63460|5 bis Rue de la Barre 63460 COMBRONDE|707072|6542011
Brigade de proximité d'Aigueperse|AIGUEPERSE|+33 4 73 63 60 12|+33 4 73 63 24 72|63260|17 Boulevard du Pont-Garnichaud 63260 AIGUEPERSE|715794|6546505
Brigade de proximité de Riom|RIOM|+33 4 73 38 20 87|+33 4 73 38 92 52|63200|2 Rue Alphonse Cornet 63200 RIOM|709175|6532011
Brigade de proximité de Tauves|TAUVES|+33 4 73 21 10 42|+33 4 73 21 79 52|63690|Route de La Tour-d'Auvergne 63690 TAUVES|671022|6495774
Brigade de proximité de Sauxillanges|SAUXILLANGES|+33 4 73 96 81 55|+33 4 73 96 37 92|63490|19 Route d'Issoire 63490 SAUXILLANGES|728531|6494505
Brigade de proximité de Saint-Germain-Lembron|ST GERMAIN LEMBRON|+33 4 73 96 41 05|+33 4 73 96 37 84|63340|Rue des Jardins 63340 ST GERMAIN LEMBRON|718538|6484384
Brigade de proximité de la Tour-d'Auvergne|LA TOUR D AUVERGNE|+33 4 73 21 52 02|+33 4 73 21 78 82|63680|Le Grand Mégnaud-Sud 63680 LA TOUR D AUVERGNE|677493|6494365
Brigade de proximité de Champeix|CHAMPEIX|+33 4 73 96 71 11|+33 4 73 96 38 44|63320|39 Quai d'Aubary 63320 CHAMPEIX|709711|6498872
Brigade de proximité de Brassac-les-Mines|BRASSAC LES MINES|+33 4 73 54 08 88|+33 4 73 54 43 13|63570|4 Rue de la Fontaine des Chiens 63570 BRASSAC LES MINES|724950|6480303
Brigade de proximité d'Ardes|ARDES|+33 4 73 71 80 05|+33 4 73 71 89 82|63420|6 Rue du Regard 63420 ARDES|709926|6478140
Brigade de proximité d'Issoire|ISSOIRE|+33 4 73 89 80 80|+33 4 73 89 80 85|63500|1 Rue du Cerf-Volant 63500 ISSOIRE|719490|6494262
Brigade de proximité de Viverols|VIVEROLS|+33 4 73 95 92 03|+33 4 73 95 33 20|63840|Le Chambon 63840 VIVEROLS|768758|6482054
Brigade de proximité de Saint-Germain-l'Herm|ST GERMAIN L HERM|+33 4 73 72 00 02|+33 4 73 72 70 62|63630|Route de Fournols 63630 ST GERMAIN L HERM|742227|6485112
Brigade de proximité de Saint-Anthème|ST ANTHEME|+33 4 73 95 40 05|+33 4 73 95 87 14|63660|Route de Praboure 63660 ST ANTHEME|771089|6492419
Brigade de proximité de Saint-Amant-Roche-Savine|ST AMANT ROCHE SAVINE|+33 4 73 95 70 03|+33 4 73 95 77 14|63890|10 Route de Grandval 63890 ST AMANT ROCHE SAVINE|749427|6497551
Brigade de proximité d'Olliergues|OLLIERGUES|+33 4 73 95 50 06|+33 4 73 95 89 14|63880|Rue de la Chaussée 63880 OLLIERGUES|749377|6508745
Brigade de proximité de Cunlhat|CUNLHAT|+33 4 73 72 22 06|+33 4 73 72 39 52|63590|Route de Tours-sur-Meymont 63590 CUNLHAT|743485|6504457
Brigade de proximité d'Arlanc|ARLANC|+33 4 73 95 02 39|+33 4 73 95 87 03|63220|117 Route Nationale 63220 ARLANC|756659|6479714
Brigade de proximité d'Ambert|AMBERT|+33 4 73 82 00 29|+33 4 73 82 78 80|63600|26 Rue Lafayette 63600 AMBERT|758651|6494159
Brigade de proximité de Vic-le-Comte|VIC LE COMTE|+33 4 73 69 00 03|+33 4 73 69 99 32|63270|90 Rue Lucien Jarrige 63270 VIC LE COMTE|719517|6504707
Brigade de proximité de Veyre-Monton|VEYRE MONTON|+33 4 73 69 60 16|+33 4 73 69 94 74|63960|35 Avenue de l'Occitanie 63960 VEYRE MONTON|713091|6507515
Brigade de proximité de Vertaizon|VERTAIZON|+33 4 73 68 00 14|+33 4 73 68 04 01|63910|17 Rue des Condamines 63910 VERTAIZON|721941|6518918
Brigade de proximité de Saint-Dier-d'Auvergne|ST DIER D AUVERGNE|+33 4 73 70 80 01|+33 4 73 70 74 92|63520|Le bourg 63520 ST DIER D AUVERGNE|735974|6506946
Brigade de proximité de Saint-Amant-Tallende|ST AMANT TALLENDE|+33 4 73 39 30 18|+33 4 73 39 19 54|63450|26 Allée des Marronniers 63450 ST AMANT TALLENDE|707785|6507223
Brigade de proximité de Rochefort-Montagne|ROCHEFORT MONTAGNE|+33 4 73 65 80 07|+33 4 73 65 30 72|63210|Lieu-dit Bordas 63210 ROCHEFORT MONTAGNE|684395|6509163
Brigade de proximité d'Herment|HERMENT|+33 4 73 22 10 01|+33 4 73 22 09 12|63470|Route de Giat 63470 HERMENT|666465|6517407
Brigade de proximité de Bourg-Lastic|BOURG LASTIC|+33 4 73 21 81 01|+33 4 73 21 79 02|63760|40 Route de Tulle 63760 BOURG LASTIC|665394|6505534
Brigade de proximité de la Bourboule|LA BOURBOULE|+33 4 73 81 03 71|+33 4 73 81 33 69|63150|446 Boulevard des Vernières 63150 LA BOURBOULE|681018|6499012
Brigade de proximité de Billom|BILLOM|+33 4 73 68 40 14|+33 4 73 68 90 15|63160|Route de Saint-Julien-de-Coppel 63160 BILLOM|725496|6512730
Brigade de proximité de Douvaine|DOUVAINE|+33 4 50 94 00 09|+33 4 50 94 02 84|74140|2 Rue du Mont-Boisy 74140 DOUVAINE|954197|6584112
Brigade de proximité de Bons-en-Chablais|BONS EN CHABLAIS|+33 4 50 36 11 02|+33 4 50 36 18 33|74890|609 Avenue du Léman 74890 BONS EN CHABLAIS|960138|6579782
Brigade de proximité de Boëge|BOEGE|+33 4 50 39 10 03||74420|Rue de la Menoge 74420 BOEGE|963033|6573364
Brigade de proximité de Valleiry|VALLEIRY|+33 4 50 04 33 55||74520|463 Route de Bellegarde 74520 VALLEIRY|928787|6560510
Brigade de proximité de Seyssel (74)|SEYSSEL|+33 4 50 59 22 02||74910|29 Route d'Aix-les-Bains 74910 SEYSSEL|919585|6543507
Brigade de proximité de Reignier-Ésery|REIGNIER ESERY|+33 4 50 95 75 11|+33 4 50 43 81 71|74930|28 Route de Cry 74930 REIGNIER ESERY|952675|6565372
Brigade de proximité de Frangy|FRANGY|+33 4 50 32 24 05||74270|450 Route du Tram 74270 FRANGY|926577|6550663
Brigade de proximité de Cruseilles|CRUSEILLES|+33 4 50 44 10 08|+33 4 50 44 97 85|74350|515 Avenue des Ebeaux 74350 CRUSEILLES|939761|6552778
Brigade de proximité d'Annemasse|ANNEMASSE|+33 4 50 92 11 66||74100|Caserne Romagny 13 Rue des Glières 74100 ANNEMASSE|950223|6571217
Brigade de proximité de Taninges|TANINGES|+33 4 50 34 20 03|+33 4 50 34 22 11|74440|266 Avenue des Thézieres 74440 TANINGES|977249|6561717
Brigade de proximité de Samoëns|SAMOENS|+33 4 50 34 40 05||74340|505 Avenue du Giffre 74340 SAMOENS|990059|6553257
Brigade de proximité de Sallanches|SALLANCHES|+33 4 50 58 00 55|+33 4 50 58 81 82|74700|206 Rue du Capitaine Bulle 74700 SALLANCHES|980970|6544622
Brigade de proximité de Saint-Jeoire|ST JEOIRE|+33 4 50 35 80 04|+33 4 50 35 37 93|74490|85 Avenue de Tremercier 74490 ST JEOIRE|967131|6565605
Brigade de proximité de Saint-Gervais-les-Bains|ST GERVAIS LES BAINS|+33 4 50 47 39 90|+33 4 50 47 39 90|74170|54 Rue Panloup 74170 ST GERVAIS LES BAINS|987939|6538748
Brigade de proximité de Passy|PASSY|+33 4 50 47 10 20|+33 4 50 47 11 41|74190|51 Avenue du Côteau 74190 PASSY|987592|6542800
Brigade de proximité de Megève|MEGEVE|+33 4 50 91 28 10|+33 4 50 91 28 13|74120|1436 Route Nationale 74120 MEGEVE|979874|6534993
Brigade de proximité de Rumilly|RUMILLY|+33 4 50 01 00 18|+33 4 50 01 84 44|74150|8 Route de Baufort 74150 RUMILLY|927996|6533906
Brigade de proximité de Groisy|GROISY|+33 4 50 68 00 02|+33 4 50 68 42 89|74570|240 Rue de Boisy 74570 GROISY|945521|6550610
Brigade de proximité de Faverges|FAVERGES|+33 4 50 32 44 44||74210|931 Route d'Albertville 74210 FAVERGES|956737|6522192
Brigade de proximité de la Balme-de-Sillingy|LA BALME DE SILLINGY|+33 4 50 68 89 60|+33 4 50 68 49 34|74330|1 Route de Paris 74330 LA BALME DE SILLINGY|935287|6544898
Brigade de proximité d'Alby-sur-Chéran|ALBY SUR CHERAN|+33 4 50 68 10 02|+33 4 50 68 45 81|74540|54 Allée La Combe 74540 ALBY SUR CHERAN|934764|6529039
Brigade de proximité de Saint-Michel-de-Maurienne|ST MICHEL DE MAURIENNE|+33 4 79 56 50 17|+33 4 79 56 02 00|73140|2 Rue du Temple 73140 ST MICHEL DE MAURIENNE|971694|6463818
Brigade de proximité de la Chambre|LA CHAMBRE|+33 4 79 56 20 17|+33 4 79 56 02 07|73130|190 Route de Saint-Martin 73130 LA CHAMBRE|958473|6478931
Brigade de proximité d'Aiguebelle|AIGUEBELLE|+33 4 79 36 20 17|+33 4 79 36 34 79|73220|Rue Séverin-Joseph Meunier 73220 AIGUEBELLE|957687|6498992
Brigade de proximité de Saint-Jean-de-Maurienne|ST JEAN DE MAURIENNE|+33 4 79 64 00 17|+33 4 79 64 41 76|73300|187 Rue de la Libération 73300 ST JEAN DE MAURIENNE|962181|6469942
Brigade de proximité d'Ugine|UGINE|+33 4 79 37 30 17|+33 4 79 37 68 06|73400|2 Avenue de Serbie 73400 UGINE|965344|6522925
Brigade de proximité de Grésy-sur-Isère|GRESY SUR ISERE|+33 4 79 37 94 17|+33 4 79 37 93 16|73460|594 Rue Longeraie 73460 GRESY SUR ISERE|953919|6504726
Brigade de proximité d'Albertville|ALBERTVILLE|+33 4 79 32 00 17||73200|70 Avenue des Chasseurs-Alpins 73200 ALBERTVILLE|963875|6513183
Brigade de proximité d'Yenne|YENNE|+33 4 79 36 70 17|+33 4 79 36 77 69|73170|Rue Antoine Laurent 73170 YENNE|914472|6514916
Brigade de proximité de Saint-Pierre-d'Albigny|ST PIERRE D ALBIGNY|+33 4 79 28 50 17||73250|110 Chemin du Pré-de-la-Cure 73250 ST PIERRE D ALBIGNY|946141|6501406
Brigade de proximité de Saint-Genix-sur-Guiers|ST GENIX SUR GUIERS|+33 4 76 31 60 17|+33 4 76 31 52 56|73240|Route de Pont 73240 ST GENIX SUR GUIERS|904997|6503464
Brigade de proximité de la Rochette|LA ROCHETTE|+33 4 79 25 50 17|+33 4 79 25 77 19|73110|29 Avenue de la Grangette 73110 LA ROCHETTE|943151|6488930
Brigade de proximité du Pont-de-Beauvoisin (73)|LE PONT DE BEAUVOISIN|+33 4 76 37 22 31|+33 4 76 37 13 57|73330|ZI de la Baronnie 73330 LE PONT DE BEAUVOISIN|909190|6496402
Brigade de proximité de la Motte-Servolex|LA MOTTE SERVOLEX|+33 4 79 25 40 16|+33 4 79 25 85 93|73290|55 Rue du Docteur Blain 73290 LA MOTTE SERVOLEX|923872|6503697
Brigade de proximité de Montmélian|MONTMELIAN|+33 4 79 84 21 25||73800|Rue Marius Baboulaz 73800 MONTMELIAN|938030|6493529
Brigade de proximité des Échelles|LES ECHELLES|+33 4 79 36 60 04|+33 4 79 36 67 87|73360|Place Jean Moulin 73360 LES ECHELLES|915034|6485946
Brigade de proximité de Chamousset|CHAMOUSSET|+33 4 79 36 42 13|+33 4 79 36 41 71|73390|Les Côtes-Jacquet 73390 CHAMOUSSET|950391|6501575
