"commune","type","infraction","code_reg","code_dep","lat","lng","ville_ref"
"Aumessas","P",30.400000000000002,91,"30",44.0113365754,3.51374005993,"Vigan (Le)"
"Aumont-Aubrac","P",15.629999999999999,91,"48",44.7233900467,3.28132614741,"Mende"
"Aumontzey","P",18.23,41,"88",48.1668032397,6.77899213053,"Saint-Dié-des-Vosges"
"Aunay-les-Bois","P",18.04,25,"61",48.5466721031,0.29333748049,"Alençon-Argentan"
"Aunou-sur-Orne","P",18.04,25,"61",48.6057819219,0.238232234334,"Alençon-Argentan"
"Auradé","P",18.650000000000002,73,"32",43.5585584214,1.07381651463,"Auch"
"Auragne","P",39.699999999999996,73,"31",43.3912857783,1.50909342818,"Villefranche-de-Lauragais"
"Aureilhan","P",32.63,72,"40",44.2117478981,-1.1894638558,"Parentis-en-Born"
"Aurensan","P",17.720000000000002,73,"65",43.3062200799,0.0955012093615,"Tarbes"
"Auriac-du-Périgord","P",17.16,72,"24",45.1125569337,1.12728719792,"Sarlat-la-Canéda"
"Auriac-sur-Dropt","P",31.93,72,"47",44.6544707799,0.243508495124,"Marmande"
"Auribeau-sur-Siagne","P",48.37,93,"06",43.612406867,6.91211356657,"Cannes"
"Aurin","P",37.96,73,"31",43.5351953574,1.68120009719,"Toulouse Saint-Michel"
"Aurons","P",43.22,93,"13",43.6715125585,5.14903600713,"Salon-de-Provence"
"Aussevielle","P",13.530000000000001,72,"64",43.3584012455,-0.479170118376,"Pau"
"Aussonne","P",35.41,73,"31",43.6836034494,1.32887054853,"Toulouse Mirail"
"Aussurucq","P",7.590000000000001,72,"64",43.1289596051,-0.978843273973,"Mauléon-Licharre"
"Auterive","P",18.650000000000002,73,"32",43.5796421888,0.632117026282,"Auch"
"Authe","P",21.57,21,"08",49.460146318,4.87768322282,"Vouziers"
"Autheux","P",22.44,22,"80",50.1395423257,2.2331435159,"Amiens"
"Authezat","P",21.41,83,"63",45.6385828582,3.19313623822,"Clermont-Ferrand"
"Authiou","P",18.830000000000002,26,"58",47.2653242927,3.41891982538,"Château-Chinon"
"Angiens","P",16.82,23,"76",49.8336959193,0.798984210018,"Fécamp"
"Anglars-Juillac","P",19.5,73,"46",44.4865010847,1.20855960816,"Cahors"
"Angles","P",36.629999999999995,93,"04",43.9443293069,6.55232063474,"Castellane"
"Anglès","P",22.529999999999998,73,"81",43.550474503,2.58241545036,"Castres"
"Angliers","P",31.950000000000003,54,"17",46.2061055614,-0.949106581868,"Rochelle (La)"
"Angos","P",17.720000000000002,73,"65",43.1986038545,0.161492581105,"Tarbes"
"Angoustrine-Villeneuve-des-Escaldes","P",34.37,91,"66",42.5644340706,1.95068130074,"Prades"
"Angoville-sur-Ay","P",12.620000000000001,25,"50",49.2524922524,-1.55151030219,"Coutances"
"Anguilcourt-le-Sart","P",27.84,22,"02",49.6940879195,3.42823182437,"Laon"
"Anizy-le-Château","P",27.84,22,"02",49.5045058305,3.43129584952,"Laon"
"Anla","P",20.43,73,"65",43.0053698793,0.591471549126,"Bagnères-de-Bigorre"
"Anlhiac","P",19.78,72,"24",45.3214606994,1.12082705606,"Périgueux"
"Annebault","P",26.03,25,"14",49.248966024,0.054049962802,"Deauville"
"Annequin","P",32.91,31,"62",50.5032887953,2.71958159288,"Béthune"
"Anneville-en-Saire","P",11.070000000000002,25,"50",49.6362063201,-1.2855537086,"Cherbourg-Octeville"
"Annoeullin","P",27.330000000000002,31,"59",50.5265153703,2.92753629479,"Lille"
"Annonay","P",22.980000000000004,82,"07",45.2460902392,4.65026947295,"Tournon-sur-Rhône"
"Annot","P",36.629999999999995,93,"04",43.9620009704,6.66395811566,"Castellane"
"Anos","P",13.530000000000001,72,"64",43.3974753128,-0.289222563999,"Pau"
"Ansac-sur-Vienne","P",20.81,54,"16",45.9943029714,0.619730334325,"Confolens"
"Anse","P",21.67,82,"69",45.9422570443,4.70796670026,"Villefranche-sur-Saône"
"Anserville","P",33.080000000000005,22,"60",49.2305172458,2.20613910366,"Méru"
"Antagnac","P",31.93,72,"47",44.3562107379,-0.00209058322762,"Marmande"
"Antheny","P",21.35,21,"08",49.8444301625,4.30477603028,"Revin"
"Anthy-sur-Léman","P",33.93,82,"74",46.3530564511,6.42748586139,"Léman"
"Antigny","P",12.24,54,"86",46.5360016424,0.839149696505,"Montmorillon"
"Antisanti","P",25.52,94,"2B",42.1562385991,9.38406808296,"Ghisonaccia"
"Antoigné","P",24.459999999999997,52,"49",47.0784768788,-0.131764667589,"Saumur"
"Antony","P",53.57000000000001,11,"92",48.7503412602,2.2993268102,"Antony"
"Antugnac","P",20.85,91,"11",42.9622347688,2.21863246536,"Limoux"
"Any-Martin-Rieux","P",37.550000000000004,22,"02",49.8823706752,4.22351346907,"Vervins"
"Anzeling","P",17.189999999999998,41,"57",49.2683112384,6.46229391409,"Boulay-Moselle"
"Athie","P",17.959999999999997,26,"21",47.5619563649,4.25784537484,"Montbard"
"Athies-sous-Laon","P",47.410000000000004,22,"02",49.5757750686,3.69006632109,"Laon"
"Attancourt","P",25.180000000000003,21,"52",48.5345882518,4.94426693506,"Saint-Dizier"
"Attignat-Oncin","P",34.489999999999995,82,"73",45.5141356972,5.77930411133,"Chambéry"
"Attigny","P",21.57,21,"08",49.4761720465,4.58492485149,"Vouziers"
"Atton","P",28.94,41,"54",48.892928495,6.11100019961,"Nancy"
"Aubais","P",57.49,91,"30",43.7490254454,4.1457680936,"Vauvert"
"Aube","P",25.24,41,"57",49.0251696747,6.3360717944,"Metz"
"Aubencheul-aux-Bois","P",21.38,22,"02",50.0239903854,3.26103215604,"Saint-Quentin"
"Aubercourt","P",32.160000000000004,22,"80",49.8378941809,2.54731400317,"Montdidier"
"Auberive","P",25.62,21,"52",47.7789330347,5.10722171802,"Langres"
"Aubermesnil-Beaumais","P",13.1,23,"76",49.847513728,1.12124254365,"Dieppe"
"Aubervilliers","P",94.46000000000001,11,"93",48.9121722626,2.38445513768,"Aubervilliers"
"Aubiac","P",26.759999999999998,72,"33",44.4707892679,-0.244457363295,"Langon"
"Aubiat","P",19.3,83,"63",45.9806227322,3.19256070994,"Riom"
"Aubignas","P",19.589999999999996,82,"07",44.5854785853,4.63389075909,"Privas"
"Aubigny","P",23.379999999999995,54,"79",46.7272853814,-0.104552795327,"Parthenay"
"Aubigny-en-Artois","P",16.729999999999997,31,"62",50.3482767559,2.58650720649,"Saint-Pol-sur-Ternoise"
"Aubigny-en-Plaine","P",24.460000000000004,26,"21",47.1277492064,5.16492120772,"Beaune"
"Aubilly","P",34.58,21,"51",49.2127739521,3.85555629436,"Reims"
"Aubord","P",57.49,91,"30",43.7512111654,4.31715969164,"Vauvert"
"Aubrives","P",21.35,21,"08",50.0873542875,4.76694917171,"Revin"
"Aubusson","P",14.680000000000001,74,"23",45.9509017497,2.16588054786,"Aubusson"
"Aucaleuc","P",19.13,53,"22",48.4513138492,-2.12726351859,"Dinan"
"Aucamville","P",24.43,73,"82",43.7960241357,1.22532777135,"Montauban"
"Auchel","P",35.760000000000005,31,"62",50.5103339678,2.4687078329,"Auchel"
"Aucun","P",19.700000000000003,73,"65",42.9857652582,-0.201428304348,"Argelès-Gazost"
"Audenge","P",34.14,72,"33",44.7138966628,-0.944173294479,"Arcachon"
"Audes","P",11.770000000000001,83,"03",46.4607707399,2.55904786289,"Montluçon"
"Audignies","P",22.02,31,"59",50.2783465062,3.82456125193,"Avesnes-sur-Helpe"
"Audouville-la-Hubert","P",11.070000000000002,25,"50",49.4170404243,-1.22666547902,"Cherbourg-Octeville"
"Audrix","P",17.16,72,"24",44.8830682379,0.948494393836,"Sarlat-la-Canéda"
"Ambricourt","P",19.16,31,"62",50.4655698983,2.17120117891,"Ecuires"
"Ambronay","P",25.549999999999997,82,"01",46.0055913782,5.35760660735,"Belley"
"Ambrumesnil","P",13.1,23,"76",49.8584810142,0.983755211163,"Dieppe"
"Amelécourt","P",15.78,41,"57",48.8406895704,6.48798103824,"Sarrebourg"
"Germaines","P",25.62,21,"52",47.7994372317,5.02777502578,"Langres"
"Germenay","P",18.830000000000002,26,"58",47.2891665195,3.60058784085,"Château-Chinon"
"Germigney","P",24.46,43,"39",47.0384440113,5.68614106484,"Dole"
"Germigny-des-Prés","P",27.580000000000002,24,"45",47.8392387669,2.26614623984,"Orléans"
"Germisay","P",25.180000000000003,21,"52",48.3907421507,5.36918258943,"Saint-Dizier"
"Germonville","P",28.94,41,"54",48.4096245856,6.21787659153,"Nancy"
"Gernelle","P",19.380000000000003,21,"08",49.7731869901,4.82389442529,"Charleville-Mézières"
"Gerstheim","P",20.27,42,"67",48.3807788366,7.70453174528,"Sélestat"
"Gesnes","P",16.25,52,"53",48.1503325044,-0.593903165779,"Laval"
"Gesté","P",15.66,52,"49",47.1822178615,-1.11256762268,"Cholet"
"Geudertheim","P",13.62,42,"67",48.7154836732,7.76052070487,"Haguenau"
"Geville","P",21.080000000000002,41,"55",48.7799328844,5.70340084835,"Commercy"
"Gevresin","P",25.520000000000003,43,"25",46.9637143049,6.04884299454,"Besançon"
"Geyssans","P",35.3,82,"26",45.1234537531,5.09201692077,"Romans-sur-Isère"
"Ghisoni","P",25.52,94,"2B",42.0908261041,9.21026781601,"Ghisonaccia"
"Gibel","P",39.699999999999996,73,"31",43.3026504146,1.67636064192,"Villefranche-de-Lauragais"
"Gibles","P",15.540000000000001,26,"71",46.3179773987,4.38022998111,"Charolles"
"Gien","P",29.189999999999998,24,"45",47.71227944,2.66549550204,"Gien"
"Gif-sur-Yvette","P",43.68999999999999,11,"91",48.6988273634,2.12788365005,"Palaiseau"
"Gignac","P",39.089999999999996,93,"84",43.9285109892,5.52308716414,"Pertuis"
"Gignat","P",18.82,83,"63",45.4865085499,3.21841465193,"Issoire"
"Gigny-Bussy","P",39.35,21,"51",48.6098773154,4.58918617422,"Vitry-le-François"
"Gildwiller","P",15.11,42,"68",47.6967983198,7.14022952947,"Altkirch"
"Gillaumé","P",25.180000000000003,21,"52",48.4693259695,5.34579090105,"Saint-Dizier"
"Gilly-sur-Isère","P",51.13,82,"73",45.653102038,6.3498533574,"Albertville"
"Gimeaux","P",19.3,83,"63",45.9488128227,3.09815848902,"Riom"
"Gimel-les-Cascades","P",13.33,74,"19",45.3041231992,1.84214988096,"Ussel"
"Ginals","P",24.43,73,"82",44.2198870277,1.87837880794,"Montauban"
"Ginestet","P",20.48,72,"24",44.904098467,0.437644888806,"Bergerac"
"Giocatojo","P",30.34,94,"2B",42.4437069082,9.34587387627,"Bastia"
"Giou-de-Mamou","P",9.879999999999999,83,"15",44.9352952684,2.50768962826,"Aurillac"
"Giraumont","P",19.019999999999996,41,"54",49.173261325,5.91605842347,"Conflans-en-Jarnisy"
"Folles","P",16.080000000000002,74,"87",46.1248930681,1.45625971523,"Bellac"
"Folleville","P",32.160000000000004,22,"80",49.6776909768,2.3550476043,"Montdidier"
"Fonbeauzard","P",37.96,73,"31",43.6798211278,1.43492132755,"Toulouse Saint-Michel"
"Fondettes","P",26.939999999999998,24,"37",47.4111012484,0.603284318045,"Tours"
"Fonroque","P",20.48,72,"24",44.7047696483,0.40989488566,"Bergerac"
"Fons","P",32.11,91,"30",43.9072744554,4.18054520529,"Alès"
"Font-Romeu-Odeillo-Via","P",34.37,91,"66",42.513242501,2.02697700093,"Prades"
"Fontaine-Bellenger","P",23.19,23,"27",49.1802280169,1.2530305732,"Louviers"
"Fontaine-de-Vaucluse","P",43.269999999999996,93,"84",43.9220820962,5.13125424344,"Avignon"
"Fontaine-Guérin","P",22.850000000000005,52,"49",47.4829167789,-0.174198642479,"Angers"
"Fontaine-la-Gaillarde","P",36.32,26,"89",48.2246784203,3.4008490535,"Sens"
"Fontaine-la-Louvet","P",26.09,23,"27",49.1584396153,0.445984273017,"Bernay"
"Fontaine-le-Bourg","P",17.899999999999995,23,"76",49.5707934376,1.15722862543,"Rouen"
"Fontaine-les-Bassets","P",18.04,25,"61",48.8614123081,0.00290765242172,"Alençon-Argentan"
"Fontaine-les-Coteaux","P",16.57,24,"41",47.798872695,0.835689448447,"Vendôme"
"Fontaine-lès-Dijon","P",46.67,26,"21",47.347590176,5.0247087947,"Dijon"
"Fontaine-lès-Vervins","P",37.550000000000004,22,"02",49.8537390603,3.90543025367,"Vervins"
"Fontaine-sous-Jouy","P",24.61,23,"27",49.0644082735,1.28056210161,"Evreux"
"Fontaine-sur-Somme","P",21.8,22,"80",50.0246616547,1.94061931752,"Abbeville"
"Fontainebleau","P",43.83,11,"77",48.4066856508,2.68031396389,"Fontainebleau"
"Fontaines-d'Ozillac","P",29.24,54,"17",45.3786053942,-0.382932208818,"Jonzac"
"Fontaines-sur-Saône","P",42.050000000000004,82,"69",45.8282811054,4.85664595594,"Lyon"
"Fontanès","P",57.49,91,"30",43.8315622077,4.09323827432,"Vauvert"
"Fontanières","P",14.680000000000001,74,"23",46.1071405466,2.51926577888,"Aubusson"
"Fontclaireau","P",20.81,54,"16",45.8918936624,0.196980841137,"Confolens"
"Fontcouverte","P",28.32,54,"17",45.767715256,-0.590510817969,"Saintes"
"Fontenailles","P",26.180000000000003,26,"89",47.6309292904,3.47197357688,"Auxerre"
"Fontenay-aux-Roses","P",42.38000000000001,11,"92",48.7897301312,2.28723493557,"Châtenay-Malabry - Sceaux"
"Fontenay-le-Marmion","P",16.68,25,"14",49.0870178586,-0.34496703891,"Falaise"
"Fontenay-le-Vicomte","P",41.24,11,"91",48.5468386132,2.40068041051,"Evry"
"Fontenay-Saint-Père","P",38.209999999999994,11,"78",49.0279919911,1.75448471704,"Mantes-la-Jolie"
"Gaudreville-la-Rivière","P",24.61,23,"27",48.9601606074,1.0298861236,"Evreux"
"Gaujacq","P",34.44,72,"40",43.6385051915,-0.741684144139,"Dax"
"Gauville","P",22.82,25,"61",48.8195765588,0.540343467256,"Mortagne-au-Perche"
"Gavaudun","P",19.59,72,"47",44.5686971966,0.893249631816,"Villeneuve-sur-Lot"
"Gayan","P",17.720000000000002,73,"65",43.3046479242,0.0486919047842,"Tarbes"
"Gazax-et-Baccarisse","P",12.51,73,"32",43.6018826171,0.196554642255,"Mirande"
"Gazost","P",19.700000000000003,73,"65",43.0007012116,0.0235191133565,"Argelès-Gazost"
"Gée","P",22.850000000000005,52,"49",47.4675586075,-0.230572798219,"Angers"
"Geiswasser","P",20.89,42,"68",47.9780603798,7.60554789815,"Colmar"
"Gellainville","P",30.81,24,"28",48.4162199686,1.53530515243,"Lucé"
"Gelles","P",17.83,83,"63",45.7617631556,2.77069441162,"Bourboule (La )"
"Gelvécourt-et-Adompt","P",28.84,41,"88",48.2008667754,6.17865808407,"Neufchâteau"
"Gémil","P",37.96,73,"31",43.7390147281,1.59616914343,"Toulouse Saint-Michel"
"Genac","P",20.81,54,"16",45.8009500924,0.021470943172,"Confolens"
"Genas","P",43.019999999999996,82,"69",45.7297209932,5.01590344241,"Bron"
"Gendreville","P",28.84,41,"88",48.2354061751,5.71584808429,"Neufchâteau"
"Générac","P",35.900000000000006,72,"33",45.1736695574,-0.545835107473,"Blaye"
"Genestelle","P",26.229999999999997,82,"07",44.7366148286,4.38522824539,"Largentière"
"Geney","P",21.02,43,"25",47.4831400587,6.565729093,"Montbéliard"
"Génis","P",19.78,72,"24",45.3306277228,1.16364841419,"Périgueux"
"Génissieux","P",35.3,82,"26",45.0819148,5.09023746222,"Romans-sur-Isère"
"Gennes-sur-Glaize","P",20.209999999999997,52,"53",47.8440286792,-0.586296420609,"Château-Gontier"
"Genod","P",17.94,43,"39",46.3574309784,5.52980105214,"Lons-le-Saunier"
"Genouillac","P",11.25,74,"23",46.3446574595,1.9934844532,"Guéret"
"Genouillé","P",12.24,54,"86",46.101002656,0.338161906694,"Montmorillon"
"Gensac","P",17.720000000000002,73,"65",43.4335645933,0.0908531453962,"Tarbes"
"Gentilly","P",66.26,11,"94",48.8132044389,2.34420659702,"Le Kremlin-Bicêtre"
"Ger","P",15.36,25,"50",48.6718461689,-0.802951577458,"Avranches"
"Geraise","P",24.46,43,"39",46.9582339732,5.95511287439,"Dole"
"Gerbécourt","P",15.78,41,"57",48.8513266231,6.51598424383,"Sarrebourg"
"Gerde","P",20.43,73,"65",43.0586379729,0.177947425719,"Bagnères-de-Bigorre"
"Gergy","P",19.060000000000002,26,"71",46.8791801218,4.92129441098,"Chalon-sur-Saône"
"Fyé","P",19.92,52,"72",48.3232043088,0.081600822719,"Mamers"
"Gabat","P",7.590000000000001,72,"64",43.3765147976,-1.03114679811,"Mauléon-Licharre"
"Gacé","P",18.04,25,"61",48.790215977,0.308446478408,"Alençon-Argentan"
"Gageac-et-Rouillac","P",20.48,72,"24",44.8038484874,0.357689330262,"Bergerac"
"Gagnac-sur-Garonne","P",37.96,73,"31",43.7075932093,1.36359468155,"Toulouse Saint-Michel"
"Amfreville","P",16.919999999999998,25,"14",49.2501431721,-0.241578864111,"Caen"
"Amfreville-sur-Iton","P",23.19,23,"27",49.1567317794,1.14647315258,"Louviers"
"Amigny-Rouy","P",27.84,22,"02",49.6108275885,3.30289341579,"Laon"
"Ammerzwiller","P",15.11,42,"68",47.6926147527,7.16944522071,"Altkirch"
"Amont-et-Effreney","P",24.41,43,"70",47.8672344964,6.56250054881,"Lure"
"Amou","P",34.44,72,"40",43.5938659835,-0.743678079626,"Dax"
"Ampoigné","P",20.209999999999997,52,"53",47.8051436119,-0.823338302617,"Château-Gontier"
"Anais","P",20.81,54,"16",45.7689915038,0.206024179916,"Confolens"
"Anceins","P",22.82,25,"61",48.8666826921,0.498099277059,"Mortagne-au-Perche"
"Ancemont","P",17.150000000000002,41,"55",49.0649831287,5.38366026137,"Verdun"
"Ancey","P",24.919999999999998,26,"21",47.3337177684,4.82268168932,"Dijon"
"Ancinnes","P",19.92,52,"72",48.3603390007,0.173826931122,"Mamers"
"Ancretiéville-Saint-Victor","P",15.52,23,"76",49.6545166114,0.967454665493,"Yvetot"
"Ancy-le-Libre","P",31.3,26,"89",47.8056331303,4.14511090809,"Avallon"
"Andard","P",22.850000000000005,52,"49",47.4817019575,-0.390969580549,"Angers"
"Andel","P",20.769999999999996,53,"22",48.4944929623,-2.55104146851,"Saint-Brieuc"
"Andelat","P",12.87,83,"15",45.0699830319,3.05933407794,"Saint-Flour"
"Andernos-les-Bains","P",34.14,72,"33",44.754520164,-1.08109347037,"Arcachon"
"Andillac","P",25.05,73,"81",44.0051181728,1.89353888985,"Gaillac"
"Andilly","P",23.21,41,"54",48.7670812602,5.88801466262,"Toul"
"Andlau","P",20.27,42,"67",48.3907003871,7.38488102933,"Sélestat"
"Andouillé-Neuville","P",17.09,53,"35",48.2975724468,-1.5958926629,"Montfort-sur-Meu"
"Andrésy","P",52.83,11,"78",48.9815454378,2.05025746939,"Conflans-Sainte-Honorine"
"Andrezel","P",34.74,11,"77",48.6145967279,2.8066323497,"Melun"
"Anet","P",30.520000000000003,24,"28",48.8531068723,1.44282251415,"Dreux"
"Angeduc","P",22.45,54,"16",45.4783133378,-0.0552960913383,"Cognac"
"Attiches","P",27.330000000000002,31,"59",50.5138938279,3.06223374765,"Lille"
"Attilloncourt","P",15.78,41,"57",48.7904278549,6.38552204812,"Sarrebourg"
"Attricourt","P",20.28,43,"70",47.487861891,5.41120963466,"Vesoul"
"Aubas","P",17.16,72,"24",45.0793796872,1.19807010544,"Sarlat-la-Canéda"
"Aubéguimont","P",20.66,23,"76",49.8094901556,1.67974843453,"Neufchâtel-en-Bray"
"Aubenas-les-Alpes","P",35.86,93,"04",43.9335584163,5.67694693989,"Forcalquier"
"Aubepierre-Ozouer-le-Repos","P",34.74,11,"77",48.620275445,2.90287523402,"Melun"
"Auberives-en-Royans","P",33.06,82,"38",45.0650470606,5.31134637668,"Saint-Marcellin"
"Aubertin","P",13.530000000000001,72,"64",43.2716852677,-0.480982579779,"Pau"
"Auberville-la-Campagne","P",21.910000000000004,23,"76",49.5357823366,0.595896350685,"Havre (Le)"
"Aubeterre-sur-Dronne","P",16.93,54,"16",45.2609347512,0.16792049879,"Angoulême"
"Aubière","P",54.45,83,"63",45.7510558385,3.126134119,"Clermont-Ferrand"
"Aubigné","P",18.869999999999997,54,"79",46.0427853144,-0.146119185079,"Niort"
"Aubignosc","P",35.86,93,"04",44.1182449561,5.95734484907,"Forcalquier"
"Aubigny","P",19.79,52,"85",46.6028241769,-1.46743549114,"Roche-sur-Yon (La)"
"Aubigny-les-Pothées","P",19.380000000000003,21,"08",49.7645065042,4.42763979942,"Charleville-Mézières"
"Aubin","P",13.530000000000001,72,"64",43.4356805812,-0.421465763214,"Pau"
"Aubous","P",13.530000000000001,72,"64",43.5761449327,-0.141071694882,"Pau"
"Aubry-du-Hainaut","P",47.779999999999994,31,"59",50.3759590091,3.4522066329,"Valenciennes"
"Aubry-le-Panthou","P",18.04,25,"61",48.8545964209,0.227741225949,"Alençon-Argentan"
"Aubusson-d'Auvergne","P",26.98,83,"63",45.7532116404,3.59888416853,"Thiers"
"Aucelon","P",33.14,82,"26",44.6170780241,5.35427948419,"Die"
"Auchy-au-Bois","P",12.399999999999999,31,"62",50.5505941226,2.37330907284,"Béthune"
"Auchy-lès-Hesdin","P",16.729999999999997,31,"62",50.4085719795,2.09530419017,"Saint-Pol-sur-Ternoise"
"Audelange","P",24.46,43,"39",47.14070332,5.58399367432,"Dole"
"Audeville","P",32.64,24,"45",48.2801416057,2.24290241893,"Pithiviers"
"Audigny","P",21.38,22,"02",49.8660645425,3.6312599901,"Saint-Quentin"
"Audressein","P",28.049999999999997,73,"09",42.9305094861,1.02016808143,"Saint-Girons"
"Audun-le-Roman","P",18.520000000000003,41,"54",49.3679143393,5.89363457214,"Briey"
"Auenheim","P",13.62,42,"67",48.8090909724,8.01736090911,"Haguenau"
"Auflance","P",20.320000000000004,21,"08",49.6152631354,5.29558462267,"Sedan"
"Augea","P",17.94,43,"39",46.5620792374,5.38938272802,"Lons-le-Saunier"
"Algolsheim","P",20.89,42,"68",48.0034942953,7.54980840525,"Colmar"
"Alincthun","P",16.82,31,"62",50.7213979047,1.81018390432,"Calais"
"Alissas","P",25.85,82,"07",44.7070337034,4.6240636083,"Privas"
"Allaines","P",30.85,22,"80",49.9632577527,2.9374491434,"Péronne"
"Allan","P",37.660000000000004,82,"26",44.4942339425,4.79847467163,"Pierrelatte"
"Allas-Champagne","P",29.24,54,"17",45.4726406982,-0.339612863623,"Jonzac"
"Allemagne-en-Provence","P",36.629999999999995,93,"04",43.7887902464,6.03091832001,"Castellane"
"Allemant","P",37.22,21,"51",48.7615346017,3.8160207846,"Epernay"
"Allenay","P",21.8,22,"80",50.0864703319,1.49294201709,"Abbeville"
"Allerey","P",24.460000000000004,26,"21",47.1905039427,4.42062511101,"Beaune"
"Allèves","P",30.32,82,"74",45.7588655872,6.08634740225,"Annecy"
"Alleyrat","P",14.680000000000001,74,"23",45.9878416933,2.15421492891,"Aubusson"
"Alliancelles","P",39.35,21,"51",48.8033869619,4.87418519758,"Vitry-le-François"
"Allières","P",23.6,73,"09",43.0385438599,1.36390734959,"Pamiers"
"Allondaz","P",51.13,82,"73",45.7116530326,6.37223835121,"Albertville"
"Allonnes","P",24.459999999999997,52,"49",47.3034746947,0.0111127082363,"Saumur"
"Allons","P",24.39,72,"47",44.1933826797,-0.0800075386017,"Nérac"
"Alloue","P",20.81,54,"16",46.0204552645,0.5258351895,"Confolens"
"Almayrac","P",13.15,73,"81",44.0989296815,2.155985909,"Albi"
