Dept	DDSP	Circonscription	Type	Adresse	Code Postal	Commune	Tel	latitude	longitude
51		EPERNAY	PCPP	5, Square d'Offenbach	51200	EPERNAY	03 26 54 72 93	33.416523	-111.8503189
52	DDSP	CHAUMONT	CP	1 et 3, Avenue Carnot	52000	CHAUMONT	03 25 03 85 50		
52		SAINT DIZIER	CP	5, Rue du Brigadier Albert	52100	SAINT DIZIER	03 25 06 56 56	48.6396252	4.962141
52		SAINT DIZIER	AN	Chemin de l'Agenteligne - Chenil	52100	SAINT DIZIER		30.6973991	-91.4220963
53	DDSP	LAVAL	CP	7, Place Mendes France	63013	LAVAL	02 43 67 81 81	48.0646813	-0.7772881
54	DDSP	NANCY	HP	38, Boulevard Lobau	54000	NANCY	03 83 17 27 37	48.6877343	6.1947092
54		NANCY	CS	5, Rue Jean Philippe Rameau	54110	JARVILLE-LA-MALGRANGE	03 83 57 84 79	48.67273	6.2069683
54		NANCY	CS	7 bis, Bd de l' Europe - Bât Savoie	54520	LAXOU	03 83 27 78 81	36.2333984	-81.5500183
54		NANCY	CS	860, Ave du Bon Curé	54710	LUDRES	03 83 25 20 43	48.6160491	6.1739027
54		NANCY	CS	Espace Laurent Bonnevay - Haut du Lièvre	54000	NANCY	03 83 98 57 77	48.6880493	6.1734505
54		NANCY	CS	3, Rue Saint Léon	54000	NANCY	03 83 90 75 51	48.6896266	6.1721747
54		NANCY	CS	46, rue Edgar Quinet - Espace Beau rivage	54131	SAINT MAX	03 83 20 58 42		
54		NANCY	CS	5, Rue Jules Gueldes	54510	TOMBLAINE	03 83 20 58 41	48.6884615	6.2090181
54		NANCY	CS	1, Rue de Parme	54500	VANDOEUVRE	03 83 56 16 56	48.6599921	6.1722449
54		NANCY	AN	29, Boulevard Charles v - USOP	54000	NANCY	03 83 35 43 69	48.7004037	6.1763723
54		NANCY	AN	1, Rue du Préfet Claude Erignac - Préfecture	54000	NANCY	03 83 34 26 26	37.0723801	-84.7507172
54		NANCY	AN	Château de Remicourt - Chenil	54600	VILLERS LES NANCY	03 83 47 57 81		
54		BRIEY	CP	Rue Marguerite Puhl Demange	54150	BRIEY	03 82 47 12 30	49.255715	5.94337
54		CONFLANS EN JARNISY	CP	41, Avenue du Général de Gaulle	54800	CONFLANS EN JARNISY	03 82 47 14 30	49.1666159	5.8614877
54		DOMBASLE SUR MEURTHE	CP	1, Rue de Filderstadt	54110	DOMBASLE SUR MEURTHE	03 83 45 87 17	48.6200702	6.3531205
54		DOMBASLE SUR MEURTHE	CS	13, Rue Anatole France	54210	SAINT NICOLAS DE PORT	03 83 48 11 17	48.6311262	6.3040589
54		LONGWY	CP	1, Avenue Raymond Poincaré	54400	LONGWY	03 82 24 30 01	49.5179826	5.7661566
54		LUNEVILLE	CP	2, Rue Clarenthal	54300	LUNEVILLE	03 83 76 17 17	48.5928738	6.4993216
54		PONT A MOUSSON	CP	24, Place Saint Antoine	54700	PONT A MOUSSON	03 83 80 40 80	48.903676	6.0552122
54		TOUL	CP	13 bis, Ave du Colonel Pechot	54200	TOUL	03 83 65 17 17	48.6784017	5.8850865
54		VILLERUPT	CP	4, Rue Albert Lebrun	54190	VILLERUPT	03 82 25 93 20	49.470741	5.929785
55	DDSP	BAR LE DUC	CP	59, Rue du Bourg	55012	BAR LE DUC	03 29 79 00 17	48.7738869	5.1573247
55		BAR LE DUC	CS	4, Bd des Ardennes - Quartier Sainte Catherine	55000	BAR LE DUC	03 29 45 05 65		
55		VERDUN	CP	2, Rue Chaussée	55107	VERDUN	03 29 86 00 17	49.1620084	5.3860648
56	DDSP	VANNES	HP	13, Boulevard de la Paix	56000	VANNES	02 97 68 33 33	47.6603133	-2.7613344
56		VANNES	CS	1, Rue Pierre Bonnard	56000	VANNES	02 97 62 05 65	33.6626015	-86.5952988
56		VANNES	CS	15, Place Cuxhaven	56000	VANNES	02 97 62 26 20	47.6487017	-2.7725159
56		VANNES	AN	Rue Saint Tropez - Chenil	56000	VANNES	02 97 54 87 95	47.656623	-2.750377
56		LORIENT	HP	3, Quai de Rohan	56100	LORIENT	02 97 64 02 00	47.7453053	-3.3617225
56		LORIENT	CS	21, Avenue de la Libération	56700	HENNEBONT	02 97 36 20 39	47.8044009	-3.2767489
56		LORIENT	CS	74, Rue Marcel Sembat	56600	LANESTER	02 97 76 27 23	47.7650499	-3.3453593
56		LORIENT	CS	8, Place de l'Eglise	56100	PLOEMEUR	02 97 86 00 00	47.7367705	-3.4278115
56		LORIENT	AN	3, Quai Rohan	56100	LORIENT	02 97 64 02 00	47.7453053	-3.3617225
56		LORIENT	AN	Rue de Kerdual - Base Militaire de Lann-Bihoue - Chenil	56100	LORIENT	02 97 64 02 00	47.761555	-3.381645
57	DDSP	METZ	HP	45, Rue Belle Isle	57000	METZ	03 87 16 17 17	49.1258943	6.1744958
57		METZ	CS	83 - 85, Rue Saint Pierre	57000	SABLON	03 87 55 92 40	49.1000058	6.1755508
57		METZ	CS	18, Rue du Maine	57070	METZ	03 87 37 91 11	49.1182747	6.2297974
57		METZ	CS	155, Rue de Pont à Mousson	57000	MONTIGNY LES METZ	03 87 66 36 44		
57		METZ	CS	2, Rue du Fort Gambetta	57140	WOIPPY	03 87 31 47 03	49.1486966	6.1634229
57		METZ	AN	6, Rue des 3 Boulangers -OMP	57000	METZ	03 87 75 48 16	49.114497	6.1753607
57		METZ	AN	6, Rue Belle Isle - Chenil	57000	MEZIERES LES METZ			
57		FORBACH	HP	11, Rue de la Gare	57600	FORBACH	03 87 84 41 00		
57		FORBACH	PCPP	205, Rue du Général de Gaulle	57540	PETITE ROSSELLE	03 87 85 29 03	49.2076475	6.8447967
57		FORBACH	PCPP	43, Rue Saint Téhodore	57350	STIRING WENDEL	03 87 87 49 71	49.199388	6.9266295
57		FREYMING MERLEBACH	CP	39, Rue Pasteur	57800	FREYMING MERLEBACH	03 87 04 47 10	49.1433553	6.8139534
57		FREYMING MERLEBACH	Csub	7, Rue Foch	57500	SAINT AVOLD	03 87 92 18 97	49.1032292	6.7027841
57		FREYMING MERLEBACH	CS	19, Rue de la Mairie	57490	L'HOPITAL	03 87 93 67 68	49.1577683	6.7322194
57		HAGONDANGE	CP	1, Rue du Docteur Zamenhof	57300	HAGONDANGE	03 87 71 45 21	49.2542238	6.1646884
57		HAGONDANGE	Csub	3, Avenue Maurice Thorès	57250	MOYEUVRE GRANDE	03 87 67 74 45	49.251717	6.0452646
57		HAGONDANGE	PCPP	23, Rue Raymond Mondon	57120	ROMBAS	03 87 67 06 05		
57		SARREBOURG	CP	2, Rue du Président Schuman	57400	SARREBOURG	03 87 03 21 63		
57		SARREGUEMINES	CP	26, Rue Raymond Poincaré	57200	SARREGEMINES	03 87 98 42 54	49.1073146	7.0713749
57		THIONVILLE	HP	36, Bd Foch	57100	THIONVILLE	03 82 53 39 80	49.3612102	6.1648992
57		THIONVILLE	Csub	6, Rue de la Fontaine	57700	HAYANGE	03 82 86 40 00	49.35834	6.047746
57		THIONVILLE	CS	27, Ave de Lorraine	57190	FLORANGE	03 62 82 50 05		
57		THIONVILLE	CS	67, Rue du Stade	57970	YUTZ	03 83 86 45 10	49.3458106	6.188636
57		THIONVILLE	AN	Rue des Pyramides - Chenil	57100	THIONVILLE		49.36731	6.159638
58	DDSP	NEVERS	CP	6 Bis, Avenue Marceau	58000	NEVERS	03 86 60 53 00	46.9919318	3.1585586
58		NEVERS	CS	11, rue Pierre Malardier	58000	NEVERS	03 86 93 97 50	46.9825138	3.1877819
58		NEVERS	CS	13, Rue Jules Vernes	58000	NEVERS	03 86 71 09 00	46.9929309	3.1315877
58		NEVERS	AN	Square de la Résistance - OMP	58000	NEVERS		46.992278	3.160569
59	DDSP	LILLE AGGLOMERATION	HP	19, Rue des Marquillies	59000	LILLE	03 52 59 80 00	50.6150672	3.0501839
59		LILLE AGGLOMERATION	CD	6, Rue de l' Industrie	59200	TOURCOING	03 20 69 27 27	50.7245693	3.161581
59		LILLE AGGLOMERATION	CD	72 - 74, Bd de Belfort	59100	ROUBAIX	03 20 81 35 35	50.6901652	3.186137
59		LILLE AGGLOMERATION	CD	17, Rue des Chauffours	59280	ARMENTIERES	03 20 17 23 23	50.6874945	2.8865868
59		LILLE AGGLOMERATION	CD	17, Rue du Collége	59270	BAILLEUL	03 28 50 32 10	50.73923	2.7310722
59		LILLE AGGLOMERATION	Csub	24 rue du Parc	59561	LA MADELEINE	03 28 38 82 38	50.6510416	3.0672401
59		LILLE AGGLOMERATION	Csub	Rue de l'Hôtel de Ville	59462	LOMME	03 20 00 16 60	50.639811	3.011768
59		LILLE AGGLOMERATION	Csub	89, rue Duquesne et Derain		MARCQ en BAROEUL	03 20 66 20 00	50.6730157	3.0922505
59		LILLE AGGLOMERATION	Csub	Place Van Gogh	59650	VILLENEUVE D'ASCQ	03 20 19 16 66	50.619322	3.132209
59		LILLE AGGLOMERATION	Csub	1, Rue du Docteur Laennec	59139	WATTIGNIES	03 20 62 99 88	50.5902837	3.0460296
59		LILLE AGGLOMERATION	Csub	69, Rue Jules Guesde	59150	HEM	03 28 33 75 53	50.7075075	3.2258463
59		LILLE AGGLOMERATION	Csub	29, Rue Francisco Ferrer	59920	WASQUEHAL	03 20 81 84 30	50.6693485	3.126751
59		LILLE AGGLOMERATION	Csub	21, Rue Saint Joseph	59150	WATTRELOS	03 20 20 98 00	50.7016598	3.2175935
59		LILLE AGGLOMERATION	Csub	13, Avenue du Général Leclerc	59560	COMINES	03 28 38 86 40	44.725071	-84.0339813
59		LILLE AGGLOMERATION	Csub	2, Rue des Arts	59223	RONCQ	03 20 01 06 70	50.7532632	3.122015
59		LILLE AGGLOMERATION	CS	15, Place Victor Hugo	59155	FACHES THUMESNIL	03 20 60 18 18		
59		LILLE AGGLOMERATION	CS	102, Rue Sadi Carnot	59320	HAUBOURDIN	03 20 07 67 77	50.6112869	2.9904753
59		LILLE AGGLOMERATION	CS	7, Place de la République	59260	HELLEMMES	03 20 71 46 30	50.6146346	3.1160925
59		LILLE AGGLOMERATION	CS	29, Place de la Victoire	59130	LAMBERSART	03 20 92 31 31	50.645923	3.023938
59		LILLE AGGLOMERATION	CS	Place François Mitterand - Eurallille	59000	LILLE	03 20 13 33 20	47.28265	-68.1181107
59		LILLE AGGLOMERATION	CS	Avenue du Peuple Belge - UGD	59000	LILLE	03 20 78 33 20	47.28265	-68.1181107
59		LILLE AGGLOMERATION	CS	5, Rue Georges Courteline - Faubourg de Béthune	59000	LILLE	03 20 38 01 04	50.6192182	3.0325752
59		LILLE AGGLOMERATION	CS	109, rue du Faubourg des Postes	59000	LILLE	03 20 16 38 31	50.6118268	3.0462804
59		LILLE AGGLOMERATION	CS	48, Rue de Lannoy - Lille Fives	59000	LILLE	03 20 30 20 35	50.6340064	3.0943264
59		LILLE AGGLOMERATION	CS	5, Place Philippe de Girard	59000	LILLE	03 20 57 41 18	50.6299406	3.0475406
59		LILLE AGGLOMERATION	CS	33, Ave du Peuple Belge - Vieux Lille	59000	LILLE	03 20 51 04 42	50.6447598	3.0609396
59		LILLE AGGLOMERATION	CS	201, Av du Marechal Foch	59120	LOOS	03 20 07 20 55	50.614242	3.0109467
59		LILLE AGGLOMERATION	CS	29, Avenue Robert Schumann	59370	MONS en BAROEUIL	03 20 04 94 10		
59		LILLE AGGLOMERATION	CS	36, Rue Alfred de Musset	59790	RONCHIN	03 20 18 00 55	50.5971638	3.0951857
59		LILLE AGGLOMERATION	CS	3, Rue Roger Brouvy - Résidence Paul Eluard	59113	SECLIN	03 20 90 14 04	50.5492544	3.0299655
59		LILLE AGGLOMERATION	CS	58, Chemin des Crieurs - Quartier la Cousinerie	59650	VILLENEUVE D'ASCQ	03 20 19 11 55	50.6449982	3.1458956
59		LILLE AGGLOMERATION	CS	93, Rue Jean Jaures	59170	CROIX	03 20 66 29 60	50.6771224	3.1529763
59		LILLE AGGLOMERATION	CS	54, Rue Dupuy de Lôme	59100	ROUBAIX	03 20 20 97 50	50.6818819	3.1828509
59		LILLE AGGLOMERATION	CS	18 bis, Rue de Tourcoing	59100	ROUBAIX	03 20 28 42 65	50.7002594	3.1735971
59		LILLE AGGLOMERATION	CS	171, Rue Inkermann - Quartier Epeule	59000	ROUBAIX	03 20 28 67 90	44.2755585	-103.6659164
59		LILLE AGGLOMERATION	CS	178, Rue de Lille	59250	HALLUIN	03 20 01 06 50	50.7783526	3.1246796
59		LILLE AGGLOMERATION	CS	29, Rue Gallieni	59420	MOUVAUX	03 20 01 02 70	50.7007424	3.1416944
59		LILLE AGGLOMERATION	CS	1, Boulevard d'Halluin	59200	TOURCOING	03 20 28 23 03	50.7310242	3.1388433
59		LILLE AGGLOMERATION	CS	33, Rue Monseigneur Leclerc	59200	TOURCOING	03 20 25 16 84	50.7373964	3.1802796
59		LILLE AGGLOMERATION	AN	Métro Place des Buisses	59000	LILLE	03 28 36 52 20	50.637226	3.0707
59		LILLE AGGLOMERATION	AN	Chemin des Barges - Chenil	59000	LILLE	03 20 52 14 20	47.28265	-68.1181107
59		LILLE AGGLOMERATION	AN	83, Rue d'Alger - Chenil	59100	ROUBAIX	03 20 99 27 25	50.6978695	3.1943519
59		LILLE AGGLOMERATION	AN	4400, Route de Quesnoy - Chenil	59236	FRELINGHIEN	03 20 08 95 45		
59		LILLE AGGLOMERATION	AN	393, Rue de Lille	59200	TOURCOING		50.723603	3.147404
59		CAMBRAI	CP	6, Rue de Monseigneur Guerry	59400	CAMBRAI	03 27 72 03 00	35.5508614	-121.0720673
59		DOUAI AGGLOMERATION	CP	150, Rue Saint Sulpice	59500	DOUAI	03 27 92 38 38	50.3765319	3.0852391
59		DOUAI AGGLOMERATION	CD	1, Rue Wambrouck	59580	ANICHE	03 27 71 53 90	50.331247	3.251828
59		DOUAI AGGLOMERATION	CD	6, Rue Gambetta	59490	SOMAIN	03 27 86 91 70	50.3588352	3.2820501
59		DOUAI AGGLOMERATION	CS	13, Rue du Beffroi	59146	SOMAIN PECQUENCOURT	03 27 96 96 68	50.3769193	3.2159095
59		DOUAI AGGLOMERATION	CS	24 - 26, Rue Jean Jacques Rousseau	59950	AUBY	03 27 95 96 00	50.4124148	3.0700457
59		DOUAI AGGLOMERATION	CS	401, Résidence les Marlières	59500	LAMBRES LEZ DOUAI	03 27 91 41 05	50.348534	3.07253
59		DOUAI AGGLOMERATION	CS	23, Rue Jules Guesdes + chenil	59450	SIN LE NOBLE	03 27 88 97 05	50.3643802	3.1114177
59		DOUAI AGGLOMERATION	CS	39, Rue Antoine Coet	59119	WAZIERS	03 27 88 42 50	50.3870232	3.1132034
59		DUNKERQUE AGGLOMERATION	CP	60, Quai des Hollandais	59140	DUNKERQUE	03 28 23 50 50	51.0383268	2.3759894
59		DUNKERQUE AGGLOMERATION	CD	47, Rue Aupick	59820	GRAVELINES	03 28 23 82 82	50.9861857	2.1283522
59		DUNKERQUE AGGLOMERATION	CS	11, Rue Henry Ghesquiere	59210	COUDEKERQUE BRANCHE	03 28 24 92 20	51.018774	2.3828482
59		DUNKERQUE AGGLOMERATION	CS	Rue des Passerelles - Jeu de Mail	59140	DUNKERQUE	03 28 26 43 01	51.0257198	2.3696001
59		DUNKERQUE AGGLOMERATION	CS	Rue Paul Doumer	59240	DUNKERQUE	03 28 51 98 70	51.041483	2.403501
59		DUNKERQUE AGGLOMERATION	CS	Place Carnot	59430	SAINT POL SUR MER	03 28 24 21 33	51.030383	2.352895
59		DUNKERQUE AGGLOMERATION	CS	19, Rue de la Haye	59760	GRANDE SYNTHE	03 28 28 92 50	51.012665	2.3062599
59		DUNKERQUE AGGLOMERATION	CS	Place Louis XIV	59140	PETITE SYNTHE	03 28 60 72 94		
59		DUNKERQUE AGGLOMERATION	AN	Rue de Nancy - Chenil - Stand de Tir	59640	PETITE SYNTHE	03 28 60 77 71		
59		HAZEBROUCK	CP	1, Rue du Commissariat	59190	HAZEBROUCK	03 28 50 15 15	50.721522	2.5409639
59		HAZEBROUCK	AN	Modulaires	59190	HAZEBROUCK		41.7911987	-74.6146011
59		MAUBEUGE AGGLOMERATION	CP	Place du Docteur Forest - Chenil	59600	MAUBEUGE	03 27 69 17 17	50.279769	3.967246
59		MAUBEUGE AGGLOMERATION	CD	Boulevard de Lessines	59460	JEUMONT	03 27 39 95 50	50.297118	4.099187
59		MAUBEUGE AGGLOMERATION	CD	72, Rue Jean Jacques Rousseau	59620	AULNOYE AYMERIES	03 27 63 01 10	50.2010344	3.8458679
59		MAUBEUGE AGGLOMERATION	CS	28, Rue Gambetta	59330	HAUTMONT	03 27 58 07 87	28.5529442	-82.3977127
59		MAUBEUGE AGGLOMERATION	CS	Angle rue du Paradis et rue du Président Kennedy	59720	LOUVROIL	03 27 65 97 01		
59		VALENCIENNES AGGLOMERATION	CP	Avenue des Dentellières	59300	VALENCIENNES	03 27 28 28 28	50.356431	3.520381
59		VALENCIENNES AGGLOMERATION	CD	Rue du 8 Mai 1945	59220	DENAIN	03 27 38 17 17	50.305884	3.399096
59		VALENCIENNES AGGLOMERATION	CD	57, Grand Place	59230	SAINT AMAND LES EAUX	03 27 48 37 40	50.4495354	3.4280092
59		VALENCIENNES AGGLOMERATION	CD	12-14, Rue de la Cavalerie	59163	CONDE SUR L'ESCAUT	03 27 19 33 70	50.4488792	3.5900576
59		VALENCIENNES AGGLOMERATION	CS	125, Rue Jean Jaures	59970	FRESNES SUR L'ESCAUT	03 27 35 96 00	50.4311039	3.5742805
59		VALENCIENNES AGGLOMERATION	CS	597, Rue Victor Hugo	59690	VIEUX CONDE	03 27 40 09 67	50.4624869	3.5689525
59		VALENCIENNES AGGLOMERATION	CS	146, rue Maurice Thorez	59282	DOUCHY LES MINES	03 27 31 14 82	50.301962	3.3953188
59		VALENCIENNES AGGLOMERATION	CS	68, Rue Jean Jaurès	59124	ESCAUDAIN	03 27 44 17 03	50.3379339	3.3448994
59		VALENCIENNES AGGLOMERATION	CS	91, Rue Emile Zola	59156	LOURCHES	03 27 44 00 43	50.3145293	3.3537578
59		VALENCIENNES AGGLOMERATION	CS	Place Jean Jacques Rousseau	59135	WALLERS	03 27 35 65 65	50.373868	3.389561
59		VALENCIENNES AGGLOMERATION	CS	10, Square de la République	59410	ANZIN	03 27 28 08 00	50.3716654	3.500146
59		VALENCIENNES AGGLOMERATION	CS	76, Ave Henri Barbusse	59770	MARLY	03 27 45 65 45	50.351102	3.5408627
59		VALENCIENNES AGGLOMERATION	CS	1, Rue Roger Salengro	59264	ONNAING	03 27 35 23 22	50.3930747	3.6035129
59		VALENCIENNES AGGLOMERATION	CS	Grand Place	59590	RAISMES	03 27 36 91 77	50.392546	3.482823
59		VALENCIENNES AGGLOMERATION	CS	515, Rue des Frères Lumière	59880	SAINT SAULVE	03 27 42 80 95	50.365772	3.55775
59		VALENCIENNES AGGLOMERATION	CS	9, Place de la République + Chenil	59125	TRITH SAINT LEGER	03 27 46 08 02		
59		VALENCIENNES AGGLOMERATION		Stand de tir	59590	RAISMES	03 27 36 56 70	50.412178	3.4888043
59		VALENCIENNES AGGLOMERATION	AN	Place de la Résistance - brigade motocycliste.	59125	TRITH SAINT LEGER	03 27 24 72 64	50.324788	3.483979
59		VALENCIENNES AGGLOMERATION	AN	Rue Derrière la Tour - SDIG	59300	VALENCIENNES		50.356862	3.523881
60	DDSP	BEAUVAIS	CP	3 - 5, Rue de la Banque	60000	BEAUVAIS	03 44 15 36 00	49.4295765	2.0773476
60		BEAUVAIS	CS	19, Place Clémenceau - Centre Ville + SDIG	60000	BEAUVAIS	03 44 15 37 70	49.4293833	2.0808808
60		BEAUVAIS	CS	7, Ave Jean Moulin - ZUP Argentine	60000	BEAUVAIS	03 44 05 05 16	49.4367573	2.0991155
60		COMPIEGNE	CP	41, Rue St Germain	60200	COMPIEGNE	03 44 36 37 37	49.4086933	2.8108656
60		COMPIEGNE	CS	19, Ave Octave Butin	60280	MARGNY LES COMPIEGNE	03 44 83 34 75	49.423591	2.8200777
60		CREIL	HP	8, Rue Jules Michelet + Chenil	60100	CREIL	03 44 61 17 17	49.2613852	2.4758941
60		CREIL	CS	1, Rue Felix Eboué	60100	CREIL	03 44 25 46 40	49.2541605	2.4745247
60		CREIL	CS	127, Rue Jacques Duclos	60160	MONTATAIRE	03 44 25 57 47	49.2576474	2.4350528
60		CREIL	CS	21, Ave Saint Exupéry	60180	NOGENT SUR OISE	03 44 66 40 95	49.2698475	2.4605869
61	DDSP	ALENCON	HP	62, Place Bonet	61014	ALENCON	02 33 82 10 10	48.4322582	0.0928121
61		ARGENTAN	CP	35, Rue Saint Martin	61202	ARGENTAN	02 33 12 14 60	48.7464505	-0.0227961
61		FLERS DE L'ORNE	CP	2, Rue Paul Bert	61100	FLERS DE L'ORNE	02 33 62 30 30		
62	DDSP	ARRAS	AN	5, Ave du Général Leclerc	62000	ARRAS	03 21 60 72 00	48.1377276	0.9801876
62		ARRAS	CP	18, Boulevard de la liberté + chenil	62000	ARRAS	03 21 24 50 17	50.2970313	2.7645368
62		ARRAS	CS	5, Rue Pascal Achicourt	62217	ACHICOURT	03 21 15 29 17	50.2732337	2.7651456
62		ARRAS	CS	3, Rue Racine - Place Verlaine	62000	ARRAS	03 21 15 29 11	50.3019245	2.7466089
62		ARRAS	CS	Place des Ecrins, 1 bis Bât Izoard	62223	SAINT NICOLAS LES ARRAS	03 21 16 14 85	50.305892	2.79392
62		AUCHEL	CP	Rue du Docteur Laennec	62260	AUCHEL	03 21 61 86 17	50.500694	2.474193
62		AUCHEL	CS	Rue Carnot	62190	LILLERS	03 21 02 28 17	50.563393	2.48166
62		AVION	CP	2, Rue de la cité Saint Antoine	62210	AVION	03 21 14 23 17	50.4158795	2.8297876
62		AVION	CS	1, Résidence de Varsovie	62320	ROUVROY	03 21 20 09 16	50.397883	2.901492
62		BERCK SUR MER	CP	Rond Point du Cottage des Dunes	62603	BERCK SUR MER	03 21 09 84 17	50.402347	1.566817
62		BETHUNE	CP	Rue Gaston Defferre	62407	BETHUNE	03 21 54 77 77	50.529439	2.635876
62		BETHUNE	CS	Rue Simone de Beauvoir	62138	AUCHY LES MINES	03 91 82 64 90	50.522205	2.797069
62		BETHUNE	PCPP	46, Boulevard des Etats Unis	62400	BETHUNE	03 21 56 01 31	50.5174595	2.6303458
62		BETHUNE	PCPP	Résidence du Ballon - Bât Van Gogh	62660	BEUVRY	03 21 62 74 17	50.514155	2.680576
62		BOULOGNE SUR MER	CS	Place Vignon - Quartier Chemin Vert	62200	BOULOGNE SUR MER	03 21 31 77 17	50.735464	1.608542
62		BOULOGNE SUR MER	CP	9, Rue Perrochel	62200	BOULOGNE SUR MER	03 21 99 48 48	50.7207383	1.6064064
62		BOULOGNE SUR MER	CS	Rue du Régiment de la Chaudière	62130	OUTREAU	03 21 80 21 17	41.2923508	-89.3688507
62		BOULOGNE SUR MER	CS	349, Route de Saint Omer	62200	SAINT MARTIN LES BOULOGNE	03 21 31 46 56	50.7261541	1.6382597
62		BOULOGNE SUR MER	CS	Rue du Château	62200	WIMEREUX	03 21 99 07 17	50.778565	1.620616
62		BOULOGNE SUR MER	AN	ZI de l'Inquétrie + Chenil	62200	SAINT MARTIN BOULOGNE	03 21 80 29 95	50.729697	1.606212
62		BRUAY LA BUISSIERE	CP	137, Rue du Commandant l'Herminier	62700	BRUAY LA BUISSIERE	03 21 64 53 20		
62		CALAIS	CP	Place de Lorraine	62100	CALAIS	03 21 19 13 17	50.95745	1.855376
62		CALAIS	CS	2, Rue Antoine Bourdel	62100	CALAIS	03 21 97 53 17	50.9502145	1.8908706
62		CALAIS	AN	Avenue du Général Pourailly - Chenil	62137	COULOGNE	03 21 36 02 36	50.925047	1.874293
62		LE TOUQUET PARIS PLAGE	CP	Rue Charles North	62520	LE TOUQUET PARIS PLAGE	03 21 90 81 33	50.522302	1.583689
62		LENS	CP	2, Rue Louis Delluc - Chenil	62300	LENS	03 21 13 50 00	50.4314572	2.8429994
62		LENS	Csub	1 Bis, Rue Pasteur	62220	CARVIN	03 21 79 75 10	50.4896136	2.9553146
62		LENS	Csub	91, Avenue des Fusillés	62110	HENIN BEAUMONT	03 21 13 76 20		
62		LENS	Csub	Rue François Courtin	62800	LIEVIN	03 21 44 51 51	50.423355	2.777315
62		LENS	CS	Rue Mousseron	62160	BULLY LES MINES	03 21 72 01 00	50.449361	2.711662
62		LENS	CS	38, Rue de Fécamp - Grande Résidence - Tour Flaubert	62300	LENS	03 21 28 77 63	50.443106	2.8275204
62		LENS	CS	60, Rue du Lavendin	62430	SALLAUMINES	03 21 67 71 17		
62		LENS	PCPP	Rue Cyprien Quinet	62820	LIBERCOURT	03 21 37 23 46	50.481545	3.012144
62		LENS	PCPP	Rue Pierre Brossolette	62590	OIGNIES	03 21 37 00 88	50.465596	2.996696
62		LENS	PCPP	21, rue Jean Jaures	62880	VENDIN LE VIEIL	03 21 77 37 11	50.4753166	2.8664328
62		MARLES LES MINES	CP	13, Rue Paul Vaillant Couturier	62540	MARLES LES MINES	03 91 80 07 50	50.5075283	2.5143269
62		MARLES LES MINES	CS	7, Place Lannoy	62470	CALONNE RICOUART	03 21 01 75 17		
62		NOEUX LES MINES	CP	411, Route Nationale	62290	NOEUX LES MINES	03 21 61 77 17	50.458662	2.679384
62		NOEUX LES MINES	CS	7, Place Victor Hugo	62620	BARLIN	03 21 25 93 17	35.32481	-94.3003464
62		SAINT OMER	CP	18, Rue des Pipiers	62500	SAINT OMER	03 21 38 61 17	50.7489465	2.261743
63	DDSP	CLERMONT FERRAND	AN	2, Rue Pelissier - Bât P 	63100	CLERMONT FERRAND	04 73 98 42 42	45.7860562	3.1052256
63		CLERMONT FERRAND	HP	2, Rue Pelissier - Bât A	63100	CLERMOND FERRAND	04 73 98 42 42	39.0476189	-84.1521683
63		CLERMONT FERRAND	CS	15, Place Sully	63400	CHAMALIERES	04 73 37 32 19	45.7765762	3.067687
63		CLERMONT FERRAND	CS	9, Rue des Hauts de Chanturgue - Quartier Neyrat	63100	CLERMONT FERRAND	04 73 25 10 23		
63		CLERMONT FERRAND	CS	4, Rue Lagarlaye - Quartier Jaude	63000	CLERMONT FERRAND	04 73 93 37 26	39.0476189	-84.1521683
63		CLERMONT FERRAND	CS	23, Rue des Liondards - Quartier St Jacques	63000	CLERMONT FERRAND	04 73 27 46 87		
63		CLERMONT FERRAND	CS	Place de la Fontaine - Quartier Montferrand	63100	CLERMONT FERRAND	04 73 25 56 51	45.791118	3.113561
63		CLERMONT FERRAND	AN	2, Rue Pelissier - Bât G 	63100	CLERMONT FERRAND	04 73 98 42 42	45.7860562	3.1052256
65		CLERMONT FERRAND	AN	2, Rue Pelissier - Bât R	63100	CLERMONT FERRAND	04 73 98 42 42	45.7860562	3.1052256
63		CLERMONT FERRAND	AN	16, Bd Desaix - Préfecture	63000	CLERMONT FERRAND		39.0476189	-84.1521683
63		CLERMONT FERRAND		Concession logement	63000	CLERMONT FERRAND			
63		CLERMONT FERRAND		Concession logement	63000	CLERMONT FERRAND			
63		CLERMONT FERRAND		Stand de tir	63000	CLERMONT FERRAND			
63		COURNON D'AUVERGNE	CP	26, Avenue de Lempdes	63800	COURNON D'AUVERGNE	04 73 77 52 70	45.7426341	3.2006497
63		COURNON D'AUVERGNE	AN	12, Avenue d'Aubière - Chenil	63800	COURNON D'AUVERGNE	04 73 84 62 09	45.7512935	3.1585194
63		GERZAT	CP	5, Rue Anatole France - Les Bas Charmets	63360	GERZAT	04 73 74 80 00	45.8281857	3.1555894
63		RIOM	CP	20, Avenue Virlogeux	63200	RIOM	04 73 33 43 63	45.8900839	3.1197403
64	DDSP	PAU	HP	5, Rue O'Quin	64000	PAU	05 59 98 22 22	43.3011894	-0.3710911
64		PAU	CS	99, Ave du Loup	64140	PAU	05 59 02 42 60	43.3177909	-0.3516698
