nom_contextuel_unite,localite_unite,num_tph_fixe_unite,num_fax_unite,adresse_code_postal,adresse_geographique_unite,lambert93_x,lambert93_y,latitude,longitude
Brigade de proximitÃ© de Doulaincourt-Saucourt,DOULAINCOURT SAUCOURT,+33 3 25 94 60 17,+33 3 25 94 95 18,52270,1 Rue de la Gendarmerie 52270 DOULAINCOURT SAUCOURT,863813,6804269,"5,210040","48,318109"
Brigade de proximitÃ© de Chevillon,CHEVILLON,+33 3 25 04 40 17,+33 3 25 04 39 66,52170,1 Rue de la Gendarmerie 52170 CHEVILLON,856041,6827106,"5,113482","48,525398"
Brigade de proximitÃ© de Saint-Dizier,ST DIZIER,+33 3 25 56 61 56,+33 3 25 56 89 77,52100,13 Avenue de la RÃ©publique 52100 ST DIZIER,843334,6839231,"4,945491","48,637368"
Brigade de proximitÃ© de Varennes-sur-Amance,TERRE NATALE,+33 3 25 90 62 08,,52400,Rue Viau Varennes-sur-Amance 52400 TERRE NATALE,898236,6756035,"5,652278","47,874742"
Brigade de proximitÃ© de Val-de-Meuse,VAL DE MEUSE,+33 3 25 90 32 12,+33 3 25 90 95 27,52140,10 Avenue Haute-Meuse 52140 VAL DE MEUSE,885587,6769692,"5,488915","48,001288"
Brigade de proximitÃ© de Longeau-Percey,LONGEAU PERCEY,+33 3 25 88 42 04,,52250,3 Rue Alexandre Rouard 52250 LONGEAU PERCEY,873086,6743114,"5,310934","47,765622"
Brigade de proximitÃ© de Fayl-Billot,FAYL BILLOT,+33 3 25 88 66 22,+33 3 25 88 29 71,52500,1 Rue de Langres 52500 FAYL BILLOT,894030,6746046,"5,591660","47,786147"
Brigade de proximitÃ© de Chalindrey,CHALINDREY,+33 3 25 88 92 80,,52600,21 Rue CondÃ© 52600 CHALINDREY,882090,6747780,"5,432995","47,805164"
Brigade de proximitÃ© de Bourbonne-les-Bains,BOURBONNE LES BAINS,+33 3 25 90 00 60,,52400,19 Avenue Thiers 52400 BOURBONNE LES BAINS,904475,6765113,"5,739899","47,954476"
Brigade de proximitÃ© d'Auberive,AUBERIVE,+33 3 25 84 20 08,,52160,Route de ChÃ¢tillon 52160 AUBERIVE,856889,6742122,"5,094438","47,760763"
Brigade de proximitÃ© de Bologne,BOLOGNE,+33 3 25 01 42 17,,52310,46 Rue de Chaumont 52310 BOLOGNE,859125,6790476,"5,141778","48,195215"
Brigade de proximitÃ© de Saint-Blin,ST BLIN,+33 3 25 02 20 20,,52700,Rue d'Humberville 52700 ST BLIN,878568,6799722,"5,407115","48,273335"
Brigade de proximitÃ© de Nogent,NOGENT,+33 3 25 31 82 17,,52800,36 Rue Bernard Dimey 52800 NOGENT,875224,6772783,"5,351255","48,031948"
Brigade de proximitÃ© de Colombey-les-Deux-Ãglises,COLOMBEY LES DEUX EGLISES,+33 3 25 01 50 17,+33 3 25 01 77 87,52330,3 Rue des Grands-Charmes 52330 COLOMBEY LES DEUX EGLISES,840845,6793184,"4,896711","48,223779"
Brigade de proximitÃ© de Clefmont,CLEFMONT,+33 3 25 31 32 02,+33 3 25 31 65 69,52240,58 Rue GouriÃ¨re 52240 CLEFMONT,886935,6780241,"5,511479","48,095785"
Brigade de proximitÃ© de ChÃ¢teauvillain,CHATEAUVILLAIN,+33 3 25 32 90 16,+33 3 25 32 99 28,52120,1 Rue du Stade 52120 CHATEAUVILLAIN,842510,6771405,"4,912023","48,027499"
Brigade de proximitÃ© de Bourmont,BOURMONT,+33 3 25 01 10 10,+33 3 25 01 99 01,52150,Lotissement Les Rhodez 52150 BOURMONT,891867,6790980,"5,582411","48,190936"
Brigade de proximitÃ© d'Arc-en-Barrois,ARC EN BARROIS,+33 3 25 02 50 12,,52210,Rue du Docteur Henri Sommelet 52210 ARC EN BARROIS,850303,6763168,"5,013718","47,951652"
Brigade de proximitÃ© d'Andelot-Blancheville,ANDELOT BLANCHEVILLE,+33 3 25 01 30 12,,52700,6 bis Rue Croix Sainte Barbe 52700 ANDELOT BLANCHEVILLE,871523,6796291,"5,310850","48,244371"
Brigade de proximitÃ© de Chaumont,CHAUMONT,+33 3 25 30 48 24,+33 3 25 30 48 04,52000,30 Avenue de la RÃ©publique 52000 CHAUMONT,859598,6780242,"5,144402","48,103045"
Brigade de proximitÃ© de Villenauxe-la-Grande,VILLENAUXE LA GRANDE,+33 3 25 21 30 13,,10370,21 Rue des Tryolits 10370 VILLENAUXE LA GRANDE,741047,6831805,"3,556529","48,585153"
Brigade de proximitÃ© de Romilly-sur-Seine,ROMILLY SUR SEINE,+33 3 25 24 71 82,+33 3 25 21 67 38,10100,62 Rue de la Boule-d'Or 10100 ROMILLY SUR SEINE,753620,6824339,"3,726059","48,517075"
Brigade de proximitÃ© de MÃ©ry-sur-Seine,MERY SUR SEINE,+33 3 25 21 21 04,+33 3 25 21 67 32,10170,2 Rue Georges Flizot 10170 MERY SUR SEINE,766412,6821004,"3,898746","48,485892"
Brigade de proximitÃ© de Marcilly-le-Hayer,MARCILLY LE HAYER,+33 3 25 21 71 01,,10290,11 Rue des Vignes 10290 MARCILLY LE HAYER,747541,6803349,"3,641439","48,328721"
Brigade de proximitÃ© de Nogent-sur-Seine,NOGENT SUR SEINE,+33 3 25 39 81 36,+33 3 25 39 69 39,10400,4 Rue des Capucins 10400 NOGENT SUR SEINE,736772,6821962,"3,497728","48,496867"
Brigade de proximitÃ© des Riceys,LES RICEYS,+33 3 25 29 30 26,,10340,2 Rue du Parc Saint Vincent 10340 LES RICEYS,801678,6766625,"4,363214","47,992112"
Brigade de proximitÃ© de Mussy-sur-Seine,MUSSY SUR SEINE,+33 3 25 38 41 08,+33 3 25 38 39 51,10250,3 Porte d'Auberive 10250 MUSSY SUR SEINE,811979,6764528,"4,500755","47,971563"
Brigade de proximitÃ© d'Essoyes,ESSOYES,+33 3 25 29 60 06,,10360,65 Rue Gambetta 10360 ESSOYES,815014,6774391,"4,544004","48,059777"
Brigade de proximitÃ© de Chaource,CHAOURCE,+33 3 25 40 11 15,,10210,6 Rue des Roises 10210 CHAOURCE,784788,6773815,"4,138191","48,059214"
Brigade de proximitÃ© de Bar-sur-Seine,BAR SUR SEINE,+33 3 25 29 81 30,+33 3 25 29 40 21,10110,2 Grande Rue de la RÃ©sistance 10110 BAR SUR SEINE,802338,6779618,"4,375094","48,108913"
Brigade de proximitÃ© de Vendeuvre-sur-Barse,VENDEUVRE SUR BARSE,+33 3 25 41 30 03,+33 3 25 43 68 79,10140,10 Rue de l'Houzotte 10140 VENDEUVRE SUR BARSE,808879,6793783,"4,466499","48,235292"
Brigade de proximitÃ© de Ramerupt,RAMERUPT,+33 3 25 37 60 03,+33 3 25 37 59 83,10240,19 Rue Charles Delaunay 10240 RAMERUPT,795262,6825155,"4,290028","48,519633"
Brigade de proximitÃ© de Clairvaux,VILLE SOUS LA FERTE,+33 3 25 27 80 06,,10310,16 Route de Dijon Clairvaux-sur-Aube 10310 VILLE SOUS LA FERTE,831415,6782595,"4,766574","48,130492"
Brigade de proximitÃ© de Chavanges,CHAVANGES,+33 3 25 92 10 07,,10330,8 Rue du Bois 10330 CHAVANGES,816168,6824347,"4,572849","48,508957"
Brigade de proximitÃ© de Soulaines-Dhuys,SOULAINES DHUYS,+33 3 25 92 75 01,,10200,Rue du Plessis 10200 SOULAINES DHUYS,828442,6809557,"4,734583","48,373618"
Brigade de proximitÃ© de Brienne-le-ChÃ¢teau,BRIENNE LE CHATEAU,+33 3 25 92 80 28,+33 3 25 92 59 96,10500,15 Avenue Pasteur 10500 BRIENNE LE CHATEAU,813086,6811626,"4,527799","48,395082"
Brigade de proximitÃ© de Bar-sur-Aube,BAR SUR AUBE,+33 3 25 27 08 73,+33 3 25 27 56 04,10200,2 Rue Edouard Blaise 10200 BAR SUR AUBE,826925,6792796,"4,709204","48,223148"
Brigade de proximitÃ© de Piney,PINEY,+33 3 25 46 30 05,+33 3 25 43 48 85,10220,27 Rue de la Chapelle 10220 PINEY,798385,6807836,"4,328366","48,363382"
Brigade de proximitÃ© de Mailly-le-Camp,MAILLY LE CAMP,+33 3 25 37 30 39,+33 3 25 37 59 74,10230,36 Rue du GÃ©nÃ©ral de Gaulle 10230 MAILLY LE CAMP,788459,6841707,"4,201327","48,669469"
Brigade de proximitÃ© de Lusigny-sur-Barse,LUSIGNY SUR BARSE,+33 3 25 41 20 09,+33 3 25 43 48 76,10270,58 Avenue du 28 AoÃ»t 1944 10270 LUSIGNY SUR BARSE,793833,6795255,"4,264198","48,250875"
Brigade de proximitÃ© d'Estissac,ESTISSAC,+33 3 25 40 40 11,+33 3 25 43 41 91,10190,19 Rue Jean Hector 10190 ESTISSAC,760060,6797217,"3,809491","48,272517"
Brigade de proximitÃ© d'Ervy-le-ChÃ¢tel,ERVY LE CHATEL,+33 3 25 70 50 11,,10130,13 Avenue de la Gare 10130 ERVY LE CHATEL,768757,6772191,"3,922758","48,046484"
Brigade de proximitÃ© de Barberey-Saint-Sulpice,BARBEREY ST SULPICE,+33 3 25 42 32 90,+33 3 25 42 32 95,10600,2 Rue du Val-de-Seine 10600 BARBEREY ST SULPICE,776610,6804855,"4,033878","48,339495"
Brigade de proximitÃ© de BrÃ©viandes,BREVIANDES,+33 3 25 83 17 50,+33 3 25 83 17 77,10450,Quartier Hautefeuille Rue des Ormes 10450 BREVIANDES,780990,6795579,"4,091250","48,255513"
Brigade de proximitÃ© de Bouilly,BOUILLY,+33 3 25 40 20 04,+33 3 25 43 41 76,10320,1 Rue de l'HÃ´tel-de-Ville 10320 BOUILLY,774408,6789118,"4,001471","48,198169"
Brigade de proximitÃ© d'Arcis-sur-Aube,ARCIS SUR AUBE,+33 3 25 37 87 96,+33 3 25 37 59 65,10700,3 Rue Pasteur 10700 ARCIS SUR AUBE,784324,6826773,"4,142246","48,535702"
Brigade de proximitÃ© d'Aix-en-Othe,AIX EN OTHE,+33 3 25 46 70 14,+33 3 25 46 29 60,10160,10 Place Thuillier 10160 AIX EN OTHE,754290,6791524,"3,731017","48,221802"
Brigade de proximitÃ© de Chaumont-Porcien,CHAUMONT PORCIEN,+33 3 24 72 30 22,,8220,Rue de Chatigny 08220 CHAUMONT PORCIEN,789544,6950426,"4,239229","49,646643"
Brigade de proximitÃ© de Novion-Porcien,NOVION PORCIEN,+33 3 24 38 70 22,+33 3 24 39 81 44,8270,12 Rue du Clos du ChÃ¢teau 08270 NOVION PORCIEN,802588,6945499,"4,418489","49,600401"
Brigade de proximitÃ© de Juniville,JUNIVILLE,+33 3 24 72 70 22,+33 3 24 39 75 14,8310,1 Rue d'Angleterre 08310 JUNIVILLE,799651,6923088,"4,372501","49,399483"
Brigade de proximitÃ© de ChÃ¢teau-Porcien,CHATEAU PORCIEN,+33 3 24 72 80 22,,8360,Rue des Cliquots 08360 CHATEAU PORCIEN,790833,6937725,"4,254274","49,532336"
Brigade de proximitÃ© d'Asfeld,ASFELD,+33 3 24 72 94 22,+33 3 24 72 69 84,8190,82 Rue Chanteraine 08190 ASFELD,780472,6929863,"4,109697","49,463079"
Brigade de proximitÃ© de Monthois,MONTHOIS,+33 3 24 30 40 14,+33 3 24 30 28 64,8400,1 Rue Principale 08400 MONTHOIS,824317,6913741,"4,709346","49,311154"
Brigade de proximitÃ© de Machault,MACHAULT,+33 3 24 30 31 33,+33 3 24 30 28 54,8310,2 Rue de la Hobette 08310 MACHAULT,809397,6918729,"4,505558","49,358712"
Brigade de proximitÃ© de GrandprÃ©,GRANDPRE,+33 3 24 30 50 99,,8250,Rue Montflix 08250 GRANDPRE,835403,6917205,"4,862846","49,340030"
Brigade de proximitÃ© du Chesne,LE CHESNE,+33 3 24 30 10 20,+33 3 24 30 28 44,8390,11 Rue des Quatre Fils Aymon 08390 LE CHESNE,827971,6936407,"4,766543","49,514109"
Brigade de proximitÃ© de Buzancy,BUZANCY,+33 3 24 30 00 12,+33 3 24 30 80 25,8240,45 Rue du GÃ©nÃ©ral Chanzy 08240 BUZANCY,841934,6926932,"4,955977","49,426017"
Brigade de proximitÃ© d'Attigny,ATTIGNY,+33 3 24 71 20 85,+33 3 24 71 33 04,8130,5 Rue Verlaine 08130 ATTIGNY,814411,6931636,"4,578094","49,473821"
Brigade de proximitÃ© de Vouziers,VOUZIERS,+33 3 24 71 80 22,+33 3 24 71 54 25,8400,Quartier Savary 57 Rue de CondÃ© 08400 VOUZIERS,823984,6922968,"4,707512","49,394139"
Brigade de proximitÃ© de Vrigne-aux-Bois,VRIGNE AUX BOIS,+33 3 24 52 10 32,+33 3 24 52 08 23,8330,4 Rue Pierre ViÃ©not 08330 VRIGNE AUX BOIS,833208,6960827,"4,846692","49,732417"
Brigade de proximitÃ© de Raucourt-et-Flaba,RAUCOURT ET FLABA,+33 3 24 26 71 20,+33 3 24 26 92 34,8450,9 Rue des Marronniers 08450 RAUCOURT ET FLABA,841459,6946909,"4,956253","49,605605"
Brigade de proximitÃ© de Mouzon,MOUZON,+33 3 24 26 10 66,+33 3 24 26 92 24,8210,Avenue Moulin-Lavigne 08210 MOUZON,850223,6947130,"5,077477","49,605579"
Brigade de proximitÃ© de Margut,MARGUT,+33 3 24 22 60 22,+33 3 24 22 76 32,8370,1 Quartier de la Marche 08370 MARGUT,864695,6945865,"5,277004","49,590630"
Brigade de proximitÃ© de Douzy,DOUZY,+33 3 24 26 30 92,+33 3 24 26 92 03,8140,13 Rue Nationale 08140 DOUZY,846732,6954790,"5,031946","49,675205"
Brigade de proximitÃ© de Carignan,CARIGNAN,+33 3 24 22 09 22,+33 3 24 22 77 03,8110,72 Avenue de Blagny 08110 CARIGNAN,857216,6949720,"5,175124","49,627153"
Brigade de proximitÃ© de Sedan,SEDAN,+33 3 24 22 45 00,+33 3 24 22 45 48,8200,Caserne Capitaine Delpal 42 Boulevard Chanzy 08200 SEDAN,839331,6957689,"4,930480","49,702914"
Brigade de proximitÃ© de Vireux-Molhain,VIREUX MOLHAIN,+33 3 24 41 60 15,,8320,1 Rue de la Fonderie 08320 VIREUX MOLHAIN,823336,6998776,"4,721346","50,075235"
Brigade de proximitÃ© de Signy-le-Petit,SIGNY LE PETIT,+33 3 24 53 50 07,+33 3 24 41 35 72,8380,Rue Nicolas de Rumigny 08380 SIGNY LE PETIT,792030,6978576,"4,279942","49,899170"
Brigade de proximitÃ© de Rumigny,RUMIGNY,+33 3 24 35 51 03,+33 3 24 35 58 63,8290,Route de Laon 08290 RUMIGNY,790719,6968636,"4,259507","49,810073"
Brigade de proximitÃ© de Rocroi,ROCROI,+33 3 24 54 10 14,+33 3 24 41 35 63,8230,1 Rue du Tour-de-Ville 08230 ROCROI,809347,6981303,"4,521461","49,920904"
Brigade de proximitÃ© de Rimogne,RIMOGNE,+33 3 24 35 10 22,+33 3 24 35 58 53,8150,80 Rue des Bouilleaux 08150 RIMOGNE,810231,6972691,"4,531434","49,843400"
Brigade de proximitÃ© de Givet,GIVET,+33 3 24 42 06 71,+33 3 24 42 92 24,8600,8 Rue Henriette de ClÃ¨ves 08600 GIVET,832243,7005666,"4,847863","50,135290"
Brigade de proximitÃ© de Fumay,FUMAY,+33 3 24 41 10 21,+33 3 24 41 35 46,8170,Rue Albert Thomas 08170 FUMAY,822561,6989062,"4,707602","49,988158"
Brigade de proximitÃ© de Revin,REVIN,+33 3 24 40 10 18,+33 3 24 40 82 11,8500,1 Rue des Marquisades 08500 REVIN,817642,6982342,"4,637146","49,928745"
Brigade de proximitÃ© de Signy-l'Abbaye,SIGNY L ABBAYE,+33 3 24 52 81 07,+33 3 24 52 08 14,8460,Rue du 407Ã¨me RI 08460 SIGNY L ABBAYE,802358,6955995,"4,417915","49,694739"
Brigade de proximitÃ© de Renwez,RENWEZ,+33 3 24 54 93 09,,8150,Route du Stade 08150 RENWEZ,815518,6971922,"4,604650","49,835549"
Brigade de proximitÃ© de Poix-Terron,POIX TERRON,+33 3 24 35 60 04,+33 3 24 35 59 73,8430,15 bis Grande Rue 08430 POIX TERRON,818709,6951524,"4,643068","49,651725"
Brigade de proximitÃ© de Nouzonville,NOUZONVILLE,+33 3 24 53 80 26,+33 3 24 41 30 64,8700,79 Rue de Lorraine 08700 NOUZONVILLE,826447,6970318,"4,755920","49,819053"
Brigade de proximitÃ© de MonthermÃ©,MONTHERME,+33 3 24 53 01 08,+33 3 24 22 75 34,8800,Rue Jean Mermoz 08800 MONTHERME,825204,6977600,"4,740894","49,884704"
Brigade de proximitÃ© de Flize,FLIZE,+33 3 24 54 01 05,,8160,31 Rue de Sous-Rimont 08160 FLIZE,829056,6956486,"4,787790","49,694281"
Brigade de proximitÃ© de Charleville-MÃ©ziÃ¨res,CHARLEVILLE MEZIERES,+33 3 24 58 67 00,+33 3 24 58 68 16,8000,Caserne Dubois-CrancÃ© 198 Avenue Charles de Gaulle 08000 CHARLEVILLE MEZIERES,822591,6965395,"4,700918","49,775592"
Brigade de proximitÃ© de Vienne-le-ChÃ¢teau,VIENNE LE CHATEAU,+33 3 26 60 12 28,,51800,Chemin de la CÃ´te-des-Bois 51800 VIENNE LE CHATEAU,837697,6900974,"4,889054","49,193670"
Brigade de proximitÃ© de Givry-en-Argonne,GIVRY EN ARGONNE,+33 3 26 60 00 10,+33 3 26 60 69 77,51330,Avenue de la Gare 51330 GIVRY EN ARGONNE,838166,6872972,"4,886310","48,941864"
Brigade de proximitÃ© d'Auve,AUVE,+33 3 26 60 25 33,,51800,Route d'Argonne 51800 AUVE,824138,6883203,"4,697858","49,036701"
Brigade de proximitÃ© de Sainte-Menehould,STE MENEHOULD,+33 3 26 60 82 31,,51800,8 Rue Drouet 51800 STE MENEHOULD,838720,6889695,"4,899361","49,092072"
Brigade de proximitÃ© de Vanault-les-Dames,VANAULT LES DAMES,+33 3 26 73 35 07,,51340,Grande Rue 51340 VANAULT LES DAMES,829629,6861464,"4,766285","48,840176"
Brigade de proximitÃ© de ThiÃ©blemont-FarÃ©mont,THIEBLEMONT FAREMONT,+33 3 26 73 81 28,,51300,102 Grande Rue 51300 THIEBLEMONT FAREMONT,826647,6844695,"4,720688","48,689986"
Brigade de proximitÃ© de Sommesous,SOMMESOUS,+33 3 26 67 45 45,+33 3 26 67 67 43,51320,6 Route de ChÃ¢lons 51320 SOMMESOUS,788659,6849152,"4,205586","48,736398"
Brigade de proximitÃ© de Sermaize-les-Bains,SERMAIZE LES BAINS,+33 3 26 73 20 19,,51250,116 Rue de Vitry-le-FranÃ§ois 51250 SERMAIZE LES BAINS,839705,6855068,"4,901428","48,780564"
Brigade de proximitÃ© de Saint-Remy-en-Bouzemont-Saint-Genest-et-Isson,ST REMY EN BOUZEMONT ST GENEST ISSON,+33 3 26 72 50 76,,51290,Route de Drosnay 51290 ST REMY EN BOUZEMONT ST GENEST ISSON,821327,6837588,"4,646417","48,627095"
Brigade de proximitÃ© de Ville-en-Tardenois,VILLE EN TARDENOIS,+33 3 26 61 80 80,,51170,34 Rue Charles de Gaulle 51170 VILLE EN TARDENOIS,758254,6898261,"3,798930","49,181439"
Brigade de proximitÃ© de Beaumont-sur-Vesle,BEAUMONT SUR VESLE,+33 3 26 03 92 40,,51360,1 Route Nationale 51360 BEAUMONT SUR VESLE,786413,6897670,"4,184950","49,172945"
Brigade de proximitÃ© de Pontfaverger-Moronvilliers,PONTFAVERGER MORONVILLIERS,+33 3 26 48 72 04,,51490,45 Rue de Nauroy 51490 PONTFAVERGER MORONVILLIERS,795902,6911393,"4,318187","49,294947"
Brigade de proximitÃ© de Dizy,DIZY,+33 3 26 55 21 11,+33 3 26 55 93 82,51530,29 Lotissement la Briqueterie 51530 DIZY,770431,6885050,"3,963707","49,061444"
Brigade de proximitÃ© de Loivre,LOIVRE,+33 3 26 61 00 59,+33 3 26 61 89 83,51220,1 Rue de Courcy 51220 LOIVRE,771591,6916258,"3,984903","49,341862"
Brigade de proximitÃ© de Gueux,GUEUX,+33 3 26 03 60 04,+33 3 26 61 74 72,51390,33 Avenue de Reims 51390 GUEUX,766761,6906115,"3,916841","49,251212"
Brigade de proximitÃ© de ChÃ¢tillon-sur-Marne,CHATILLON SUR MARNE,+33 3 26 58 34 22,,51700,2 Rue de la Gendarmerie 51700 CHATILLON SUR MARNE,755798,6889205,"3,764048","49,100241"
Brigade de proximitÃ© de Bazancourt,BAZANCOURT,+33 3 26 03 31 06,,51110,17 Rue de Pomacle 51110 BAZANCOURT,785078,6918627,"4,170907","49,361499"
Brigade de proximitÃ© d'Ay,AY,+33 3 26 55 45 22,+33 3 26 55 93 72,51160,11 Route d'Epernay 51160 AY,772927,6884412,"3,997746","49,055430"
Brigade de proximitÃ© de SÃ©zanne,SEZANNE,+33 3 26 80 50 17,+33 3 26 80 32 09,51120,134 Boulevard d'Holbeach 51120 SEZANNE,754071,6847009,"3,735023","48,720947"
Brigade de proximitÃ© de Montmirail (51),MONTMIRAIL,+33 3 26 81 22 24,+33 3 26 81 01 41,51210,16 Rue du Petit-Saint-Lazare 51210 MONTMIRAIL,740524,6863586,"3,552453","48,871024"
Brigade de proximitÃ© de FÃ¨re-Champenoise,FERE CHAMPENOISE,+33 3 26 42 40 25,+33 3 26 42 77 09,51230,520 Avenue Charles de Gaulle 51230 FERE CHAMPENOISE,771954,6850481,"3,978682","48,750428"
Brigade de proximitÃ© d'Ãtoges,ETOGES,+33 3 26 59 30 01,+33 3 26 59 86 90,51270,89 Grande Rue 51270 ETOGES,762792,6864777,"3,856183","48,879948"
Brigade de proximitÃ© d'Esternay,ESTERNAY,+33 3 26 81 50 06,+33 3 26 81 01 32,51310,6A Rue de l'Arbre Haut 51310 ESTERNAY,739673,6846836,"3,539292","48,720436"
Brigade de proximitÃ© de Dormans,DORMANS,+33 3 26 58 21 34,+33 3 26 58 51 31,51700,2 Rue de Dorsten 51700 DORMANS,747635,6887092,"3,652038","49,081901"
Brigade de proximitÃ© d'Avize,AVIZE,+33 3 26 57 52 17,,51190,20 Avenue de Sulzfeld 51190 AVIZE,775777,6875494,"4,035134","48,974917"
Brigade de proximitÃ© d'Anglure,ANGLURE,+33 3 26 42 70 04,,51260,26 Rue du 8 Mai 1945 51260 ANGLURE,760493,6832080,"3,820208","48,586101"
Brigade de proximitÃ© d'Ãpernay,EPERNAY,+33 3 26 54 22 22,+33 3 26 55 98 38,51200,2 Avenue de la Martinique 51200 EPERNAY,771771,6882250,"3,981564","49,036121"
Brigade de proximitÃ© de Vitry-la-Ville,VITRY LA VILLE,+33 3 26 67 74 44,,51240,16 Rue de la LibÃ©ration 51240 VITRY LA VILLE,806939,6861005,"4,457080","48,840214"
Brigade de proximitÃ© de Vertus,VERTUS,+33 3 26 52 11 53,,51130,Avenue du GÃ©nÃ©ral de Gaulle 51130 VERTUS,773874,6867019,"4,007664","48,898933"
Brigade de proximitÃ© de Suippes,SUIPPES,+33 3 26 70 11 11,+33 3 26 70 64 16,51600,Avenue du GÃ©nÃ©ral Leclerc 51600 SUIPPES,812220,6893001,"4,537506","49,126974"
Brigade de proximitÃ© de Mourmelon-le-Grand,MOURMELON LE GRAND,+33 3 26 66 10 33,,51400,999 Quartier Geisberg 51400 MOURMELON LE GRAND,799308,6893335,"4,360717","49,132107"
Brigade de proximitÃ© de Courtisols,COURTISOLS,+33 3 26 66 61 72,,51460,106 Avenue de la Vesle 51460 COURTISOLS,811170,6878026,"4,519177","48,992535"
Brigade de proximitÃ© de ChÃ¢lons-en-Champagne,CHALONS EN CHAMPAGNE,+33 3 26 68 63 00,,51000,Caserne sous-lieutenant CHARLOT 124 Avenue du GÃ©nÃ©ral Sarrail 51000 CHALONS EN CHAMPAGNE,799728,6875282,"4,362204","48,969741"
Brigade de proximitÃ© de Masevaux,MASEVAUX,+33 3 89 82 40 39,+33 3 89 38 67 05,68290,34 Rue du Lieutenant-colonel Gambiez 68290 MASEVAUX,999138,6748348,"6,995169","47,767402"
Brigade de proximitÃ© de Burnhaupt-le-Haut,BURNHAUPT LE HAUT,+33 3 89 48 70 55,+33 3 89 62 70 25,68520,10 Rue du Pont d'Aspach 68520 BURNHAUPT LE HAUT,1010682,6746016,"7,147433","47,741086"
Brigade de proximitÃ© de Saint-Louis (68),ST LOUIS,+33 3 89 69 15 40,+33 3 89 91 00 75,68300,49 Rue de Mulhouse 68300 ST LOUIS,1042578,6730866,"7,560654","47,589108"
Brigade de proximitÃ© d'Ottmarsheim,OTTMARSHEIM,+33 3 89 26 04 01,+33 3 89 83 25 95,68490,79 Rue du GÃ©nÃ©ral de Gaulle 68490 OTTMARSHEIM,1037032,6753270,"7,503977","47,793291"
Brigade de proximitÃ© de Lutterbach,LUTTERBACH,+33 3 89 52 12 12,+33 3 89 62 53 95,68460,14 Rue de la Gare 68460 LUTTERBACH,1020403,6748524,"7,278765","47,758961"
Brigade de proximitÃ© de Hagenthal-le-Haut,HAGENTHAL LE HAUT,+33 3 89 68 50 01,+33 3 89 68 16 65,68220,3 Rue de Ferrette 68220 HAGENTHAL LE HAUT,1035976,6722996,"7,467032","47,521778"
Brigade de proximitÃ© d'Ensisheim,ENSISHEIM,+33 3 89 81 01 30,+33 3 89 83 45 75,68190,6 Rue de Markdorf 68190 ENSISHEIM,1025829,6760901,"7,360198","47,867519"
Brigade de proximitÃ© de Bollwiller,BOLLWILLER,+33 3 89 48 11 15,+33 3 89 62 80 55,68540,1 Rue de Mulhouse 68540 BOLLWILLER,1018835,6759314,"7,265643","47,856694"
Brigade de proximitÃ© de Blodelsheim,BLODELSHEIM,+33 3 89 83 79 40,+33 3 89 48 56 34,68740,51 Route d'Ensisheim 68740 BLODELSHEIM,1037831,6763554,"7,522494","47,885285"
Brigade de proximitÃ© de Pfetterhouse,PFETTERHOUSE,+33 3 89 25 61 06,+33 3 89 25 76 55,68480,14 Rue de Seppois 68480 PFETTERHOUSE,1013444,6719810,"7,165797","47,504224"
Brigade de proximitÃ© d'Illfurth,ILLFURTH,+33 3 89 25 40 06,,68720,22 Rue d'Heidwiller 68720 ILLFURTH,1019815,6738123,"7,263436","47,665769"
Brigade de proximitÃ© de Ferrette,FERRETTE,+33 3 89 40 40 18,,68480,14 Rue de la 1Ã¨re ArmÃ©e FranÃ§aise 68480 FERRETTE,1024580,6719465,"7,313259","47,495743"
Brigade de proximitÃ© de Durmenach,DURMENACH,+33 3 89 25 81 21,,68480,1 Rue de la Gendarmerie 68480 DURMENACH,1026218,6723756,"7,338112","47,533503"
Brigade de proximitÃ© de Dannemarie,DANNEMARIE,+33 3 89 25 04 09,,68210,5 Rue du Stade 68210 DANNEMARIE,1008579,6733501,"7,110720","47,629585"
Brigade de proximitÃ© d'Altkirch,ALTKIRCH,+33 3 89 40 96 39,+33 3 89 08 31 85,68130,Caserne Gilardoni 7 Rue de Hirtzbach 68130 ALTKIRCH,1017963,6732378,"7,234691","47,615030"
Brigade de proximitÃ© de Wintzenheim,WINTZENHEIM,+33 3 89 27 01 52,+33 3 89 27 97 75,68920,6 Rue Georges Clemenceau 68920 WINTZENHEIM,1019712,6783305,"7,294794","48,071851"
Brigade de proximitÃ© de Lapoutroie,LAPOUTROIE,+33 3 89 47 50 14,,68650,33 Rue du GÃ©nÃ©ral Dufieux 68650 LAPOUTROIE,1009925,6791691,"7,169513","48,151922"
Brigade de proximitÃ© de Kaysersberg,KAYSERSBERG,+33 3 89 47 10 37,+33 3 89 78 00 85,68240,2 AllÃ©e Stoecklin 68240 KAYSERSBERG,1017148,6790351,"7,265526","48,136412"
Brigade de proximitÃ© de Colmar,COLMAR,+33 3 89 21 51 99,,68000,Quartier Lacarre 56 Rue de la Cavalerie 68000 COLMAR,1024507,6784703,"7,360113","48,082049"
Brigade de proximitÃ© de Woerth,WOERTH,+33 3 88 09 30 08,+33 3 88 05 70 65,67360,13 Rue des Turcos 67360 WOERTH,1047183,6881688,"7,742262","48,941304"
